"","IMG_genome_ID","genome_name","fucO","pduC","pduD","pduE","pduL","pduP","pduW","n_genes_present","propanediol_dehydratase_any","propanediol_dehydratase_all"
"5093","2876066867","Ruminococcus sp. AM57-5",1,0,0,0,0,1,0,2,0,0
"5094","2876106606","Blautia gnavus AF27-4BH",1,0,1,1,0,1,0,4,1,0
"5095","2876118799","Blautia sp. OM05-6",1,0,0,0,0,0,0,1,0,0
"5096","2876499329","Citrobacter braakii S649",1,1,1,1,1,1,1,7,1,1
"5097","2876561215","Pantoea vagans PaVv9",1,0,0,0,0,0,0,1,0,0
"5098","2876692953","Prevotella sp. P5-64",1,0,0,0,0,0,0,1,0,0
"5099","2877269240","Shigella flexneri 95-3008",1,0,0,0,0,0,0,1,0,0
"5100","2877274432","Shigella flexneri 1a 0228",1,0,0,0,0,0,0,1,0,0
"5101","2877577012","Klebsiella pneumoniae F93-2",1,1,1,1,1,1,1,7,1,1
"5102","2878042662","Klebsiella pneumoniae KPN1343",1,1,1,1,1,1,1,7,1,1
"5103","2878477910","Ruminococcus sp. AF42-10",1,0,0,0,0,0,0,1,0,0
"5104","2878507790","Blautia gnavus TM04-16",1,0,1,1,0,1,0,4,1,0
"5105","2878873491","Citrobacter sp. wls713",1,1,1,1,1,1,1,7,1,1
"5106","2878878455","Citrobacter sp. CFNIH12",1,1,1,1,1,1,1,7,1,1
"5107","2879362574","Bacteroides stercorirosoris OF03-9BH",1,0,0,0,0,0,0,1,0,0
"5108","2879378121","Phocaeicola vulgatus OM08-13BH",1,0,0,0,0,0,0,1,0,0
"5109","2879719370","Shigella sonnei 2015C-3794",1,1,1,1,1,1,0,6,1,1
"5110","2879724737","Shigella dysenteriae 69-3818",1,0,0,0,0,0,0,1,0,0
"5111","2880021599","Klebsiella oxytoca KONIH2",1,1,1,1,1,1,1,7,1,1
"5112","2880028884","Klebsiella quasipneumoniae L22",1,1,1,1,1,1,1,7,1,1
"5113","2880345022","Salmonella enterica enterica sv. Typhimurium TJWQ005",1,1,1,1,1,1,1,7,1,1
"5114","2880350357","Salmonella enterica SA20083530",1,1,1,1,1,1,1,7,1,1
"5115","2880366365","Escherichia coli sv. O157:H7 2010C-3142",1,0,0,0,0,0,0,1,0,0
"5116","2880983233","Erysipelotrichaceae bacterium OH741_COT-311",1,0,0,0,0,0,0,1,0,0
"5117","2881341136","Pectobacterium aquaticum A104-S21-F16",1,0,0,0,0,0,0,1,0,0
"5118","2882217550","Alistipes provencensis Marseille-P2431T",1,0,0,0,0,0,0,1,0,0
"5119","2882406111","Veillonella sp. T14073-2",1,1,1,1,1,1,0,6,1,1
"5120","2882697475","Unclassified bacterium D16-54",1,0,0,0,0,0,0,1,0,0
"5121","2883511906","Longibaculum sp. KGMB06250",1,0,0,0,0,0,0,1,0,0
"5122","2884068351","Absiella sp. 9CBEGH2",1,0,0,0,0,0,0,1,0,0
"5123","2884622180","Alistipes onderdonkii vulgaris 3BBH6",1,0,0,0,0,0,0,1,0,0
"5124","2884625230","Alistipes onderdonkii vulgaris 5NYCFAH2",1,0,0,0,0,0,0,1,0,0
"5125","2884896207","Providencia sp. 1701011",1,0,0,0,0,0,0,1,0,0
"5126","2884905070","Providencia sp. 1709051003",1,0,0,0,0,0,0,1,0,0
"5127","2885188861","Ruminococcus sp. B05",1,0,0,0,0,1,0,2,0,0
"5128","2885676553","Lactobacillus baoqingensis 47-3",1,0,0,0,0,0,0,1,0,0
"5129","2886464470","Phocaeicola vulgatus OM03-13AC",1,0,0,0,0,0,0,1,0,0
"5130","2887691223","Anaerosporobacter sp. KCTC 15857",1,0,0,0,0,0,0,1,0,0
"5131","2889787374","Acutalibacter sp. 1XD8-36",1,0,0,0,0,0,0,1,0,0
"5132","2890022185","Cloacibacillus evryensis MGYG-HGUT-01389",1,0,0,0,0,0,0,1,0,0
"5133","2891271656","Pseudoflavonifractor sp. BSD2780061688st1 E11",1,0,0,0,0,0,0,1,0,0
"5134","2891391581","Brenneria roseae roseae LMG 27714",1,0,0,0,0,0,0,1,0,0
"5135","2893967813","Phocaeicola vulgatus CF01-10",1,0,0,0,0,0,0,1,0,0
"5136","2894097338","Vagococcus elongatus CCUG 51432",1,0,0,0,0,0,0,1,0,0
"5137","2896649419","Enterococcus faecium ERS2703687",1,0,0,0,0,0,0,1,0,0
"5138","2897298125","Salmonella enterica enterica sv. Corvallis 12-01738",1,1,1,1,1,1,1,7,1,1
"5139","2897333091","Escherichia coli O157:H7 Sakai",1,0,0,0,0,0,0,1,0,0
"5140","2897346870","Escherichia coli PF9285",1,0,0,0,0,0,0,1,0,0
"5141","2898611136","Eubacterium sp. BIOML-A1",1,0,0,1,0,1,0,3,1,0
"5142","2898788943","Veillonella sp. S13053-19",1,1,1,1,1,1,0,6,1,1
"5143","2898880632","Raoultella sp. 18112",1,1,1,1,1,1,1,7,1,1
"5144","2898886608","Raoultella sp. 18115",1,0,0,0,0,0,0,1,0,0
"5145","2899618893","Gilliamella sp. Lep-s21",1,0,0,0,0,0,0,1,0,0
"5146","2900024691","Blautia sp. BIOML-A1",1,0,0,0,0,1,0,2,0,0
"5147","2900559953","Fusobacterium sp. FSA-380-WT-2B",1,0,0,0,0,0,0,1,0,0
"5148","2900990623","Klebsiella pneumoniae ST307PT01",1,1,1,1,1,1,1,7,1,1
"5149","2901233323","Sporolactobacillus spathodeae DSM 100968",1,0,0,0,0,0,0,1,0,0
"5150","2901274788","Enterococcus xiangfangensis DSM 105127",1,1,1,1,1,1,0,6,1,1
"5151","2901543259","Phocaeicola vulgatus TM04-10",1,0,0,0,0,0,0,1,0,0
"5152","2901738275","Raoultella sp. 18072",1,1,1,1,1,1,1,7,1,1
"5153","2901744288","Raoultella sp. 18099",1,1,1,1,1,1,1,7,1,1
"5154","2901750290","Raoultella sp. 18111",1,1,1,1,1,1,1,7,1,1
"5155","2902132489","Ruminococcus sp. AM58-7XD",1,0,0,0,0,1,0,2,0,0
"5156","2902162368","Ruminococcus sp. OM07-17",1,0,0,0,0,0,0,1,0,0
"5157","2902233948","Blautia sp. TM10-2",1,0,0,0,0,0,0,1,0,0
"5158","2903071575","Pantoea sp. Bo_3",1,0,0,0,0,0,0,1,0,0
"5159","2903342487","Citrobacter sp. wls619",1,1,1,1,1,1,1,7,1,1
"5160","2904372986","Enterococcus faecium NM213",1,0,0,0,0,0,0,1,0,0
"5161","2904843875","Phocaeicola vulgatus 2789STDY5834842",1,0,0,0,0,0,0,1,0,0
"5162","2904889873","Phocaeicola vulgatus AF46-14NS",1,0,0,0,0,0,0,1,0,0
"5163","2905083491","Raoultella sp. 18077",1,0,0,0,0,0,0,1,0,0
"5164","2905117246","Raoultella sp. 18087",1,0,0,0,0,0,0,1,0,0
"5165","2905146168","Raoultella sp. 18110",1,1,1,1,1,1,1,7,1,1
"5166","2905152142","Raoultella sp. RIT712",1,0,0,0,0,1,0,2,0,0
"5167","2905433627","Ruminococcus sp. AM16-34",1,0,0,0,0,1,0,2,0,0
"5168","2905444465","Ruminococcus sp. AF14-10",1,0,0,0,0,0,0,1,0,0
"5169","2905910181","Pantoea sp. F_5",1,0,0,0,0,0,0,1,0,0
"5170","2905934905","Pantoea sp. M_10",1,0,0,0,0,0,0,1,0,0
"5171","2905952654","Pantoea sp. M_6",1,0,0,0,0,0,0,1,0,0
"5172","2906139326","Citrobacter freundii CIP106467",1,1,1,1,1,1,1,7,1,1
"5173","2906177637","Citrobacter amalonaticus S647",1,1,1,1,1,1,1,7,1,1
"5174","2907562514","Bifidobacterium longum TF07-31",1,0,0,0,0,0,0,1,0,0
"5175","2907564686","Bifidobacterium longum APC1480",1,0,0,0,0,0,0,1,0,0
"5176","2907651265","Enterococcus sp. DA9",1,0,0,0,0,0,0,1,0,0
"5177","2907853197","Klebsiella pneumoniae F5",1,1,1,1,1,1,1,7,1,1
"5178","2907864409","Klebsiella pneumoniae F132",1,1,1,1,1,1,1,7,1,1
"5179","2908548171","Salmonella enterica enterica sv. Stanleyville RSE39",1,1,1,1,1,1,1,7,1,1
"5180","2908572912","Escherichia coli AR_0369",1,0,0,0,0,0,0,1,0,0
"5181","2908954144","Salmonella enterica enterica sv. Typhimurium VNB151-sc-2315230",1,1,1,1,1,1,1,7,1,1
"5182","2909177499","Salmonella enterica SA20080453",1,0,0,0,0,0,0,1,0,0
"5183","2909182174","Salmonella enterica SA20043041",1,1,1,1,1,1,1,7,1,1
"5184","2909206592","Salmonella enterica enterica sv. Typhi 311189_204186",1,1,1,1,1,1,1,7,1,1
"5185","2909257012","Escherichia coli AR_0058",1,0,0,0,0,0,0,1,0,0
"5186","2909262264","Escherichia coli WAT",1,0,0,0,0,0,0,1,0,0
"5187","2909278081","Escherichia coli S10",1,0,0,0,0,0,0,1,0,0
"5188","2909288124","Escherichia coli sv. O68:H14 FAM21845",1,0,0,0,0,0,0,1,0,0
"5189","2909320157","Escherichia coli MRY15-131",1,0,1,1,1,1,0,5,1,0
"5190","2909374319","Enterocloster clostridioformis MSK.2.94",1,0,0,0,0,1,0,2,0,0
"5191","2910098611","Enterocloster clostridioformis MSK.2.90",1,0,0,0,0,1,0,2,0,0
"5192","2910157262","Ructibacterium gallinarum DSM 107454",1,0,0,0,0,0,0,1,0,0
"5193","2910322457","Actinotalea sp. JY-7876",1,0,0,0,0,0,0,1,0,0
"5194","2910325789","Holdemanella sp. L34",1,0,0,0,0,0,0,1,0,0
"5195","2910347097","Catenibacterium sp. NSJ-22",1,0,0,0,0,0,0,1,0,0
"5196","2910628916","Mediterraneibacter gnavus MSK.11.9",1,0,1,1,0,1,0,4,1,0
"5197","2910875197","Anaerostipes hadrus MSK.13.6",1,0,0,0,0,0,0,1,0,0
"5198","2911362610","Alistipes sp. dk3620",1,0,0,0,0,0,0,1,0,0
"5199","2911401012","Eubacterium rectale MSK.17.3",1,0,0,0,0,0,0,1,0,0
"5200","2911416979","Eubacterium rectale MSK.22.23",1,0,0,0,0,0,0,1,0,0
"5201","2911426773","Eubacterium rectale MSK.16.45",1,0,0,0,0,0,0,1,0,0
"5202","2911463833","Coprococcus comes MSK.16.50",1,0,0,0,0,0,0,1,0,0
"5203","2911476045","Coprococcus comes MSK.11.23",1,0,0,0,0,0,0,1,0,0
"5204","2911482373","Coprococcus comes MSK.17.80",1,0,0,0,0,0,0,1,0,0
"5205","2911559768","Coprococcus comes MSK.10.14",1,0,0,0,0,0,0,1,0,0
"5206","2912045955","Citrobacter sp. 172116965",1,1,1,1,1,1,1,7,1,1
"5207","2912398019","Enterococcus faecium ERS2704725",1,0,0,0,0,0,0,1,0,0
"5208","2913091994","Salmonella enterica SA20021456",1,1,1,1,1,1,1,7,1,1
"5209","2913102574","Salmonella enterica enterica sv. Typhimurium E40",1,1,1,1,1,1,1,7,1,1
"5210","2913142527","Escherichia coli 3FA",1,0,0,0,0,0,0,1,0,0
"5211","2913152634","Escherichia coli RM14723",1,1,1,1,1,1,0,6,1,1
"5212","2913167280","Escherichia sp. E10V5",1,1,1,1,1,1,0,6,1,1
"5213","2913815623","Phocaeicola vulgatus AM49-11",1,0,0,0,0,0,0,1,0,0
"5214","2914161102","Phocaeicola dorei BIOML-A4",1,0,0,0,0,0,0,1,0,0
"5215","2914594547","Ruthenibacterium lactatiformans BIOML-A7",1,0,0,0,0,0,0,1,0,0
"5216","2914627023","Ruthenibacterium lactatiformans BIOML-A3",1,0,0,0,0,0,0,1,0,0
"5217","2914938127","Mediterraneibacter gnavus MSK.15.18",1,0,1,1,0,1,0,4,1,0
"5218","2915298617","Dorea longicatena BIOML-A3",1,0,0,0,0,0,0,1,0,0
"5219","2915308434","Faecalibacterium prausnitzii BIOML-B10",1,0,0,0,0,0,0,1,0,0
"5220","2915343886","Faecalibacterium prausnitzii BIOML-B18",1,0,0,0,0,0,0,1,0,0
"5221","2915377836","Roseburia faecis BIOML-A2",1,0,0,0,0,0,0,1,0,0
"5222","2915427594","Eubacterium rectale BIOML-A10",1,0,0,0,0,0,0,1,0,0
"5223","2915430489","Eubacterium rectale BIOML-A1",1,0,0,0,0,0,0,1,0,0
"5224","2915437626","Eubacterium rectale BIOML-A4",1,0,0,0,0,0,0,1,0,0
"5225","2915440508","Eubacterium rectale BIOML-A9",1,0,0,0,0,0,0,1,0,0
"5226","2915452979","Eubacterium rectale MSK.17.57",1,0,0,0,0,0,0,1,0,0
"5227","2915456410","Eubacterium rectale MSK.17.13",1,0,0,0,0,0,0,1,0,0
"5228","2915687903","Lachnoclostridium scindens MSK.5.24",1,0,0,0,0,0,0,1,0,0
"5229","2915786137","Collinsella aerofaciens BIOML-A19",1,0,0,0,0,0,0,1,0,0
"5230","2915808283","Collinsella aerofaciens BIOML-A15",1,0,0,0,0,0,0,1,0,0
"5231","2915810317","Raoultella sp. 18114",1,0,0,0,0,0,0,1,0,0
"5232","2916194483","Citrobacter sp. RHB35-C21",1,1,1,1,1,1,1,7,1,1
"5233","2916216219","Citrobacter sp. RHBSTW-01013",1,1,1,1,1,1,1,7,1,1
"5234","2916244325","Citrobacter sp. RHBSTW-00535",1,1,1,1,1,1,1,7,1,1
"5235","2916288202","Bacteroides sp. KCTC 15687",1,0,0,0,0,0,0,1,0,0
"5236","2916559209","Enterococcus termitis LMG 8895",1,0,0,0,0,0,0,1,0,0
"5237","2916633671","Klebsiella pneumoniae pneumoniae NCTC 9633",1,1,1,1,1,1,1,7,1,1
"5238","2917318168","Salmonella enterica enterica sv. Typhimurium E40V",1,1,1,1,1,1,1,7,1,1
"5239","2917342813","Salmonella enterica enterica sv. Typhi 343076_294172",1,1,1,1,1,1,1,7,1,1
"5240","2917383458","Salmonella enterica sv. Heidelberg UFPRLABMOR1",1,1,1,1,1,1,1,7,1,1
"5241","2917388219","Salmonella enterica enterica sv. Adjame 435414",1,1,1,1,1,1,1,7,1,1
"5242","2917403263","Escherichia sp. E3659",1,1,1,1,1,1,0,6,1,1
"5243","2917865565","Escherichia sp. E2562",1,1,0,1,1,1,0,5,1,0
"5244","2919928152","Phocaeicola vulgatus AF19-16",1,0,0,0,0,0,0,1,0,0
"5245","2920244814","Fusicatenibacter saccharivorans MSK.22.67",1,0,0,0,0,0,0,1,0,0
"5246","2920713660","Coprococcus comes MSK.16.63",1,0,0,0,0,0,0,1,0,0
"5247","2921184700","Blautia wexlerae MSK.20.11",1,0,0,0,0,1,0,2,0,0
"5248","2921188315","Blautia wexlerae MSK.22.61",1,0,0,0,0,1,0,2,0,0
"5249","2921308868","Pectobacterium aroidearum MY7",1,0,0,0,0,0,0,1,0,0
"5250","2921322053","Pectobacterium aroidearum MY11",1,0,0,0,0,0,0,1,0,0
"5251","2921938947","Pantoea sp. Bo_21",1,0,0,0,0,0,0,1,0,0
"5252","2921943832","Pantoea sp. VH_18",1,0,0,0,0,0,0,1,0,0
"5253","2922225371","Citrobacter sp. RHBSTW-00678",1,1,1,1,1,1,1,7,1,1
"5254","2922305957","Citrobacter sp. A316",1,1,1,1,1,1,1,7,1,1
"5255","2922356890","Bacteroides sp. AF37-16AC",1,0,0,0,0,0,0,1,0,0
"5256","2922715855","Paenibacillus selenitireducens ES3-24",1,0,0,0,0,0,0,1,0,0
"5257","2923244334","Salmonella enterica enterica sv. Goldcoast R18.0877",1,1,1,1,1,1,1,7,1,1
"5258","2923277499","Salmonella enterica enterica sv. Enteritidis SA20093266",1,1,1,1,1,1,1,7,1,1
"5259","2923286960","Escherichia coli NCTC86",1,0,0,0,0,1,0,2,0,0
"5260","2924135715","Pectobacterium quasiaquaticum A411-S4-F17",1,0,0,0,0,0,0,1,0,0
"5261","2924261002","Ruminococcus sp. NSJ-71",1,0,0,0,0,0,0,1,0,0
"5262","2924484564","Pantoea sp. EKM21T",1,0,0,0,0,0,0,1,0,0
"5263","2924828058","Bacteroides stercoris AF35-20",1,0,0,0,0,0,0,1,0,0
"5264","2924958550","Citrobacter freundii YDC691",1,1,1,1,1,1,1,7,1,1
"5265","2924975847","Citrobacter sp. S40-1-2",1,1,1,1,1,1,1,7,1,1
"5266","2925474528","Klebsiella pneumoniae pneumoniae KPNIH10",1,1,1,1,1,1,1,7,1,1
"5267","2925830820","Salmonella enterica enterica sv. Typhi 343077_281186",1,1,1,1,1,1,1,7,1,1
"5268","2925851990","Salmonella enterica enterica sv. Sloterdijk ATCC 15791",1,1,1,1,1,1,1,7,1,1
"5269","2925856791","Salmonella enterica enterica sv. Typhi 311189_208103",1,1,1,1,1,1,1,7,1,1
"5270","2925897562","Escherichia coli SA186",1,0,0,0,0,0,0,1,0,0
"5271","2925903241","Escherichia coli 51008369SK1",1,0,0,0,0,1,0,2,0,0
"5272","2925919700","Escherichia coli 64",1,0,0,0,0,0,0,1,0,0
"5273","2926046581","Citrobacter amalonaticus 2780E",1,1,1,1,1,1,1,7,1,1
"5274","2927629811","Raoultella sp. BIGb0132",1,0,0,0,0,0,0,1,0,0
"5275","2927798018","Citrobacter sp. JUb117",1,1,1,1,1,1,1,7,1,1
"5276","2930161807","Bifidobacterium castoris LH_911",1,0,0,0,0,0,0,1,0,0
"5277","2930182213","Bifidobacterium castoris LH_951",1,0,0,0,0,0,0,1,0,0
"5278","2930193446","Bifidobacterium castoris LH_958",1,0,0,0,0,0,0,1,0,0
"5279","2930212004","Bifidobacterium pseudolongum globosum LH_974",1,0,0,0,0,0,0,1,0,0
"5280","2930221250","Bifidobacterium castoris LH_980",1,0,0,0,0,0,0,1,0,0
"5281","2931430189","Tessaracoccus sp. J1M15",1,1,1,1,0,1,0,5,1,1
"5282","2936479205","Weizmannia coagulans R11",1,0,0,0,0,0,0,1,0,0
"5283","2937575775","Pantoea sp. M_4",1,0,0,0,0,0,0,1,0,0
"5284","2938037555","Bacteroides caccae AM16-49B",1,0,0,0,0,0,0,1,0,0
"5285","2938042385","Bacteroides stercoris AM28-15",1,0,0,0,0,0,0,1,0,0
"5286","2938077297","Bacteroides xylanisolvens BIOML-A33",1,0,0,0,0,0,0,1,0,0
"5287","2938197763","Citrobacter sp. RHBSTW-00089",1,1,1,1,1,1,1,7,1,1
"5288","2938789904","Klebsiella pneumoniae NFYY0065",1,1,1,1,1,1,1,7,1,1
"5289","2939127364","Escherichia coli CP53",1,0,0,0,0,0,0,1,0,0
"5290","2940218408","Enterococcus sp. PF1-24",1,1,1,1,1,1,0,6,1,1
"5291","2940352027","Breznakia sp. PH1-1",1,0,0,0,0,0,0,1,0,0
"5292","2940356891","Breznakia sp. PFB1-11",1,0,0,0,0,0,0,1,0,0
"5293","2964567241","Blautia wexlerae MSK.23.95",1,0,0,0,0,1,0,2,0,0
"5294","2958327092","Citrobacter koseri HAMBI_1287",1,1,1,1,1,1,1,7,1,1
"5295","2958336814","Citrobacter sp. RHBSTW-00013",1,1,1,1,1,1,1,7,1,1
"5296","2958342178","Citrobacter sp. C6_1",1,1,1,1,1,1,1,7,1,1
"5297","2958346805","Citrobacter sp. wls830",1,1,1,1,1,1,1,7,1,1
"5298","2958361758","Bacteroides thetaiotaomicron AM15-10",1,0,0,0,0,0,0,1,0,0
"5299","2958421936","Bacteroides intestinalis BIOML-A1",1,0,0,0,0,0,0,1,0,0
"5300","2958430873","Bacteroides xylanisolvens TF10-34",1,0,0,0,0,0,0,1,0,0
"5301","2960544343","Blautia wexlerae MSK.18.18",1,0,0,0,0,1,0,2,0,0
"5302","2962120599","Klebsiella pneumoniae 20_GR_12",1,1,1,1,1,1,1,7,1,1
"5303","2962165953","Klebsiella pneumoniae AR_0142",1,1,1,1,1,1,1,7,1,1
"5304","2962543969","Salmonella enterica enterica sv. Typhi ISP_03_07467_SGB110-sc-1979083",1,1,1,1,1,1,1,7,1,1
"5305","2962549296","Salmonella enterica SA20025921",1,1,1,1,1,1,1,7,1,1
"5306","2962559238","Salmonella enterica enterica sv. Typhi 343076_249107",1,1,1,1,1,1,1,7,1,1
"5307","2962609338","Salmonella enterica salamae sv. 42:r:- RSE36",1,1,1,1,1,1,1,7,1,1
"5308","2962677891","Escherichia coli ECCNB20-2",1,0,0,0,0,0,0,1,0,0
"5309","2964292216","Insectihabitans xujianqingii CF-1111",1,0,0,0,0,0,0,1,0,0
"5310","2964551673","Blautia wexlerae MSK.18.96",1,0,0,0,0,1,0,2,0,0
"5311","2964593973","Blautia wexlerae MSK.20.13",1,0,0,0,0,1,0,2,0,0
"5312","2965239651","Bacteroides caccae AF24-29LB",1,0,0,0,0,0,0,1,0,0
"5313","2965253840","Bacteroides fragilis 915_BFRA",1,0,0,0,0,0,0,1,0,0
"5314","2965279670","Bacteroides sp. AF27-10BH",1,0,0,0,0,0,0,1,0,0
"5315","2965294560","Bacteroides sp. KFT8",1,0,0,0,0,0,0,1,0,0
"5316","2965673253","Klebsiella pneumoniae ozaenae AR_0096",1,1,1,1,1,1,1,7,1,1
"5317","2966037837","Salmonella enterica enterica sv. Typhimurium var. 5- CFSAN067216",1,1,1,1,1,1,1,7,1,1
"5318","2966047793","Salmonella enterica enterica sv. Enteritidis SEO",1,1,1,1,1,1,1,7,1,1
"5319","2966066592","Salmonella enterica SA20026234",1,1,1,1,1,1,1,7,1,1
"5320","2966091920","Escherichia coli sv. O121 2014C-3599",1,1,1,1,1,1,0,6,1,1
"5321","2966097723","Escherichia coli YDC107",1,0,0,0,0,0,0,1,0,0
"5322","2966124801","Escherichia coli 132",1,0,0,0,0,0,0,1,0,0
"5323","2966156013","Escherichia coli 00-3279",1,0,0,0,0,0,0,1,0,0
"5324","2968276033","Bacteroides sp. OM05-10AA",1,0,0,0,0,0,0,1,0,0
"5325","2968281716","Bacteroides sp. OM08-17BH",1,0,0,0,0,0,0,1,0,0
"5326","2968290020","Bacteroides uniformis AM27-46",1,0,0,0,0,0,0,1,0,0
"5327","2968314991","Bacteroides uniformis BIOML-A34",1,0,0,0,0,0,0,1,0,0
"5328","2968319518","Bacteroides stercoris AM50-6",1,0,0,0,0,0,0,1,0,0
"5329","2968341887","Bacteroides fragilis 2-078382-3",1,0,0,0,0,0,0,1,0,0
"5330","2969426551","Salmonella enterica enterica 10098816",1,1,1,1,1,1,1,7,1,1
"5331","2969446673","Salmonella enterica enterica sv. Senftenberg N17",1,1,1,1,1,1,1,7,1,1
"5332","2969492452","Escherichia coli O1:H42 CLSC36",1,0,0,0,0,0,0,1,0,0
"5333","637000031","Bifidobacterium longum NCC2705",1,0,0,0,0,0,0,1,0,0
"5334","637000265","Shigella flexneri sv. 5 8401",1,0,0,0,0,0,0,1,0,0
"5335","638341004","Actinobacillus pleuropneumoniae sv. 1 4074",1,0,0,0,0,0,0,1,0,0
"5336","638341240","Yersinia intermedia ATCC 29909",1,1,1,1,1,1,1,7,1,1
"5337","638341084","Escherichia coli O111:NM B171 (EPEC2)",1,0,0,0,0,0,0,1,0,0
"5338","638341089","Escherichia coli O139:H28 F11 (ETEC)",1,0,0,0,0,0,0,1,0,0
"5339","640753015","Citrobacter koseri ATCC BAA-895",1,1,1,1,1,1,1,7,1,1
"5340","640963046","Dorea longicatena DSM 13814",1,0,0,0,0,0,0,1,0,0
"5341","641380427","Clostridium leptum DSM 753",1,0,0,0,0,0,0,1,0,0
"5342","641380447","Bacteroides uniformis ATCC 8492",1,0,0,0,0,0,0,1,0,0
"5343","641380449","Bacteroides ovatus ATCC 8483",1,0,0,0,0,0,0,1,0,0
"5344","641736100","Salmonella enterica enterica sv. Schwarzengrund SL480",1,1,1,1,1,1,1,7,1,1
"5345","641736105","Salmonella enterica enterica sv. Heidelberg SL486",1,1,1,1,1,1,1,7,1,1
"5346","641736145","Clostridium perfringens type E - JGS1987",1,0,0,0,0,0,0,1,0,0
"5347","641736189","Bifidobacterium dentium ATCC 27678",1,0,0,0,0,0,0,1,0,0
"5348","641736196","Bacteroides stercoris ATCC 43183",1,0,0,0,0,0,0,1,0,0
"5349","641736208","Salmonella enterica enterica sv. Hadar RI_05P066",1,1,1,1,1,1,1,7,1,1
"5350","641736225","Escherichia coli O157:H7 EC4501",1,0,0,0,0,0,0,1,0,0
"5351","642555155","Salmonella enterica sv. Dublin CT_02021853",1,1,1,1,1,1,1,7,1,1
"5352","642555158","Salmonella enterica sv. Paratyphi A AKU_12601",1,1,1,1,1,1,1,7,1,1
"5353","642791621","Bacteroides intestinalis 341, DSM 17393",1,0,0,0,0,0,0,1,0,0
"5354","642979321","Collinsella stercoris DSM 13279",1,0,0,0,0,0,0,1,0,0
"5355","642979342","Salmonella enterica enterica sv. Typhi E02-1180",1,1,1,1,1,1,1,7,1,1
"5356","642979348","Salmonella enterica enterica sv. Typhi M223",1,1,1,1,1,0,1,6,1,1
"5357","643886006","Roseburia inulinivorans DSM 16841",1,0,0,0,0,1,0,2,0,0
"5358","644736367","Eubacterium rectale ATCC 33656",1,0,0,0,0,0,0,1,0,0
"5359","644736397","Pectobacterium carotovorum carotovorum PC1",1,0,0,0,0,0,0,1,0,0
"5360","645058736","Clostridium carboxidivorans P7",1,1,1,1,0,1,0,5,1,1
"5361","645058837","Salmonella enterica enterica sv. Tennessee I 6,7,14:z29:- CDC07-0191",1,1,1,1,1,1,1,7,1,1
"5362","646311910","Bifidobacterium dentium Bd1",1,0,0,0,0,0,0,1,0,0
"5363","645951848","Fusobacterium periodonticum ATCC 33693",1,0,0,0,0,0,0,1,0,0
"5364","646206259","Escherichia coli 3_2_53FAA",1,0,0,0,0,1,0,2,0,0
"5365","646564533","Escherichia coli O55:H7 CB9615",1,0,0,0,0,0,0,1,0,0
"5366","646862327","Escherichia coli O150:H5 SE15",1,0,0,0,0,0,0,1,0,0
"5367","647000213","Bacteroides ovatus SD CMC 3f",1,0,0,0,0,0,0,1,0,0
"5368","647000277","Mobiluncus mulieris 28-1",1,0,0,0,0,0,0,1,0,0
"5369","647533114","Bacteroides sp. D20",1,0,0,0,0,0,0,1,0,0
"5370","647533147","Enterococcus faecium 1,230,933",1,0,0,0,0,0,0,1,0,0
"5371","647533150","Enterococcus faecium 1,231,501",1,0,0,0,0,0,0,1,0,0
"5372","647533151","Enterococcus faecium 1,231,502",1,0,0,0,0,0,0,1,0,0
"5373","648028009","Brachyspira pilosicoli 95/1000",1,0,0,0,0,0,0,1,0,0
"5374","648028049","Pantoea vagans C9-1",1,0,0,0,0,0,0,1,0,0
"5375","648276607","Actinobacillus pleuropneumoniae sv. 11 56153",1,0,0,0,0,0,0,1,0,0
"5376","648276650","Escherichia coli MS 115-1",1,1,1,1,1,1,0,6,1,1
"5377","648276656","Escherichia coli MS 182-1",1,0,0,0,0,0,0,1,0,0
"5378","648276714","Prevotella bryantii B14",1,0,0,0,0,0,0,1,0,0
"5379","648861003","Bacteroides sp. 3_1_23",1,0,0,0,0,0,0,1,0,0
"5380","648861004","Bacteroides sp. D22",1,0,0,0,0,0,0,1,0,0
"5381","650377933","Escherichia coli O83:H1 NRG 857C",1,1,1,1,1,1,0,6,1,1
"5382","650377989","Clostridiales sp. SS3/4",1,0,0,0,0,0,0,1,0,0
"5383","649989902","Actinomyces sp. oral taxon 171 F0337",1,0,0,0,0,0,0,1,0,0
"5384","649989912","Bacteroides eggerthii 1_2_48FAA",1,0,0,0,0,0,0,1,0,0
"5385","649989914","Bacteroides sp. 4_1_36",1,0,0,0,0,0,0,1,0,0
"5386","649989957","Lachnospiraceae bacterium sp. 5_1_63FAA",1,0,0,0,0,0,0,1,0,0
"5387","2502171150","Actinomyces naeslundii MG1",1,0,0,0,0,0,0,1,0,0
"5388","651053023","Escherichia coli UMNF18",1,0,0,0,0,0,0,1,0,0
"5389","651324002","Acetonema longum APO-1, DSM 6540",1,0,0,0,0,1,0,2,0,0
"5390","651324049","Lachnospiraceae bacterium 2_1_58FAA",1,0,1,1,0,1,0,4,1,0
"5391","651324079","Oribacterium sp. oral taxon 108 F0425",1,0,0,0,0,0,0,1,0,0
