,strain,gene,hit_score
830,Bacillus_simplex,methylmalonyl-CoA-mutase-EC5-4-99-2,790.8
831,Bacillus_siralis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,75.9
832,Bacillus_siralis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,660.5
833,Bacillus_siralis,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,350.4
834,Bacillus_siralis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,844.7
835,Bacillus_siralis,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,86.4
836,Bacillus_siralis,methylmalonyl-CoA-epimerase-EC5-1-99-1,206.0
837,Bacillus_siralis,methylmalonyl-CoA-mutase-EC5-4-99-2,802.5
838,Bacillus_sonorensis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,78.3
839,Bacillus_sonorensis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,585.4
840,Bacillus_sonorensis,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,343.5
841,Bacillus_sonorensis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,747.0
842,Bacillus_sonorensis,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,91.4
843,Bacillus_sonorensis,methylmalonyl-CoA-epimerase-EC5-1-99-1,77.3
844,Bacillus_sonorensis,methylmalonyl-CoA-mutase-EC5-4-99-2,24.2
845,Bacillus_subtilis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,71.5
846,Bacillus_subtilis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,572.1
847,Bacillus_subtilis,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,330.7
848,Bacillus_subtilis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,777.2
849,Bacillus_subtilis,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,87.1
850,Bacillus_subtilis,methylmalonyl-CoA-epimerase-EC5-1-99-1,177.7
851,Bacillus_thermoamylovorans,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,73.3
852,Bacillus_thermoamylovorans,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,651.2
853,Bacillus_thermoamylovorans,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,341.2
854,Bacillus_thermoamylovorans,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,833.9
855,Bacillus_thermoamylovorans,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,89.3
856,Bacillus_thermoamylovorans,methylmalonyl-CoA-epimerase-EC5-1-99-1,205.9
857,Bacillus_thermoamylovorans,methylmalonyl-CoA-mutase-EC5-4-99-2,788.5
858,Bacillus_thuringiensis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,80.7
859,Bacillus_thuringiensis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,386.4
860,Bacillus_thuringiensis,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,337.0
861,Bacillus_thuringiensis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,615.4
862,Bacillus_thuringiensis,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,91.0
863,Bacillus_thuringiensis,methylmalonyl-CoA-epimerase-EC5-1-99-1,144.1
864,Bacillus_thuringiensis,methylmalonyl-CoA-mutase-EC5-4-99-2,27.2
865,Bacillus_timonensis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,77.0
866,Bacillus_timonensis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,406.9
867,Bacillus_timonensis,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,333.4
868,Bacillus_timonensis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,606.1
869,Bacillus_timonensis,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,88.8
870,Bacillus_timonensis,methylmalonyl-CoA-epimerase-EC5-1-99-1,201.6
871,Bacillus_timonensis,methylmalonyl-CoA-mutase-EC5-4-99-2,825.5
872,Bacillus_vallismortis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,71.1
873,Bacillus_vallismortis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,576.4
874,Bacillus_vallismortis,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,333.8
875,Bacillus_vallismortis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,776.5
876,Bacillus_vallismortis,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,87.0
877,Bacillus_vallismortis,methylmalonyl-CoA-epimerase-EC5-1-99-1,177.4
878,Bacteroides-caccae-ATCC-43185-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,94.9
879,Bacteroides-caccae-ATCC-43185-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,633.6
880,Bacteroides-caccae-ATCC-43185-MAF-2,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,195.5
881,Bacteroides-caccae-ATCC-43185-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,937.7
882,Bacteroides-caccae-ATCC-43185-MAF-2,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,617.7
883,Bacteroides-caccae-ATCC-43185-MAF-2,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,203.2
884,Bacteroides-caccae-ATCC-43185-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,241.4
885,Bacteroides-caccae-ATCC-43185-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,857.9
886,Bacteroides-cellulosilyticus-DSM-14838-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,91.4
887,Bacteroides-cellulosilyticus-DSM-14838-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,633.9
888,Bacteroides-cellulosilyticus-DSM-14838-MAF-2,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,190.9
889,Bacteroides-cellulosilyticus-DSM-14838-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,934.7
890,Bacteroides-cellulosilyticus-DSM-14838-MAF-2,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,614.4
891,Bacteroides-cellulosilyticus-DSM-14838-MAF-2,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,201.5
892,Bacteroides-cellulosilyticus-DSM-14838-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,244.7
893,Bacteroides-cellulosilyticus-DSM-14838-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,859.5
894,Bacteroides-coprophilus-DSM-18228-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,98.1
895,Bacteroides-coprophilus-DSM-18228-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,627.9
896,Bacteroides-coprophilus-DSM-18228-MAF-2,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,185.6
897,Bacteroides-coprophilus-DSM-18228-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,941.3
898,Bacteroides-coprophilus-DSM-18228-MAF-2,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,616.6
899,Bacteroides-coprophilus-DSM-18228-MAF-2,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,194.8
900,Bacteroides-coprophilus-DSM-18228-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,240.3
901,Bacteroides-coprophilus-DSM-18228-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,859.0
902,Bacteroides-dorei-5-1-36-D4-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,90.9
903,Bacteroides-dorei-5-1-36-D4-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,636.5
904,Bacteroides-dorei-5-1-36-D4-MAF-2,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,185.6
905,Bacteroides-dorei-5-1-36-D4-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,942.3
906,Bacteroides-dorei-5-1-36-D4-MAF-2,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,612.8
907,Bacteroides-dorei-5-1-36-D4-MAF-2,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,199.3
908,Bacteroides-dorei-5-1-36-D4-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,238.7
909,Bacteroides-dorei-5-1-36-D4-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,865.0
910,Bacteroides-dorei-DSM-17855-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,92.2
911,Bacteroides-dorei-DSM-17855-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,636.5
912,Bacteroides-dorei-DSM-17855-MAF-2,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,185.1
913,Bacteroides-dorei-DSM-17855-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,942.3
914,Bacteroides-dorei-DSM-17855-MAF-2,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,613.0
915,Bacteroides-dorei-DSM-17855-MAF-2,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,199.4
916,Bacteroides-dorei-DSM-17855-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,238.7
917,Bacteroides-dorei-DSM-17855-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,867.6
918,Bacteroides-eggerthii-DSM-20697-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,90.4
919,Bacteroides-eggerthii-DSM-20697-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,633.6
920,Bacteroides-eggerthii-DSM-20697-MAF-2,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,192.5
921,Bacteroides-eggerthii-DSM-20697-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,938.3
922,Bacteroides-eggerthii-DSM-20697-MAF-2,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,612.7
923,Bacteroides-eggerthii-DSM-20697-MAF-2,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,198.2
924,Bacteroides-eggerthii-DSM-20697-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,237.8
925,Bacteroides-eggerthii-DSM-20697-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,859.9
926,Bacteroides-finegoldii-DSM-17565-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,94.1
927,Bacteroides-finegoldii-DSM-17565-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,635.7
928,Bacteroides-finegoldii-DSM-17565-MAF-2,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,198.2
929,Bacteroides-finegoldii-DSM-17565-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,938.6
930,Bacteroides-finegoldii-DSM-17565-MAF-2,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,615.1
931,Bacteroides-finegoldii-DSM-17565-MAF-2,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,199.4
932,Bacteroides-finegoldii-DSM-17565-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,241.4
933,Bacteroides-finegoldii-DSM-17565-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,857.8
934,Bacteroides-fragilis-2-1-16-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,92.1
935,Bacteroides-fragilis-2-1-16-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,640.3
936,Bacteroides-fragilis-2-1-16-MAF-2,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,195.2
937,Bacteroides-fragilis-2-1-16-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,934.8
938,Bacteroides-fragilis-2-1-16-MAF-2,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,200.7
939,Bacteroides-fragilis-2-1-16-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,239.1
940,Bacteroides-fragilis-2-1-16-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,860.1
941,Bacteroides-fragilis-3-1-12-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,93.1
942,Bacteroides-fragilis-3-1-12-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,640.3
943,Bacteroides-fragilis-3-1-12-MAF-2,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,197.7
944,Bacteroides-fragilis-3-1-12-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,934.8
945,Bacteroides-fragilis-3-1-12-MAF-2,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,198.7
946,Bacteroides-fragilis-3-1-12-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,241.8
947,Bacteroides-fragilis-3-1-12-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,858.6
948,Bacteroides-intestinalis-DSM-17393-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,91.2
949,Bacteroides-intestinalis-DSM-17393-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,634.1
950,Bacteroides-intestinalis-DSM-17393-MAF-2,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,188.3
951,Bacteroides-intestinalis-DSM-17393-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,934.9
952,Bacteroides-intestinalis-DSM-17393-MAF-2,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,200.8
953,Bacteroides-intestinalis-DSM-17393-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,244.7
954,Bacteroides-intestinalis-DSM-17393-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,861.1
955,Bacteroides-ovatus-ATCC-8483-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,94.5
956,Bacteroides-ovatus-ATCC-8483-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,632.4
957,Bacteroides-ovatus-ATCC-8483-MAF-2,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,193.9
958,Bacteroides-ovatus-ATCC-8483-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,936.5
959,Bacteroides-ovatus-ATCC-8483-MAF-2,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,202.5
960,Bacteroides-ovatus-ATCC-8483-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,241.4
961,Bacteroides-ovatus-ATCC-8483-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,857.4
962,Bacteroides-pectinophilus-ATCC-43243-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,98.2
963,Bacteroides-pectinophilus-ATCC-43243-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,294.7
964,Bacteroides-pectinophilus-ATCC-43243-MAF-2,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,537.8
965,Bacteroides-pectinophilus-ATCC-43243-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,494.4
966,Bacteroides-pectinophilus-ATCC-43243-MAF-2,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,139.7
967,Bacteroides-pectinophilus-ATCC-43243-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,15.3
968,Bacteroides-pectinophilus-ATCC-43243-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,14.9
969,Bacteroides-plebeius-DSM-17135-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,96.7
970,Bacteroides-plebeius-DSM-17135-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,626.8
971,Bacteroides-plebeius-DSM-17135-MAF-2,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,184.7
972,Bacteroides-plebeius-DSM-17135-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,940.6
973,Bacteroides-plebeius-DSM-17135-MAF-2,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,193.4
974,Bacteroides-plebeius-DSM-17135-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,237.0
975,Bacteroides-plebeius-DSM-17135-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,859.7
976,Bacteroides-rodentium-JCM-16496-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,94.6
977,Bacteroides-rodentium-JCM-16496-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,634.5
978,Bacteroides-rodentium-JCM-16496-MAF-2,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,186.3
979,Bacteroides-rodentium-JCM-16496-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,939.1
980,Bacteroides-rodentium-JCM-16496-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,246.0
981,Bacteroides-rodentium-JCM-16496-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,856.7
982,Bacteroides-sp-3-1-19-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,86.5
983,Bacteroides-sp-3-1-19-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,646.2
984,Bacteroides-sp-3-1-19-MAF-2,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,293.9
985,Bacteroides-sp-3-1-19-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,941.3
986,Bacteroides-sp-3-1-19-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,244.0
987,Bacteroides-sp-3-1-19-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,844.9
988,Bacteroides-sp-9-1-42FAA-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,90.9
989,Bacteroides-sp-9-1-42FAA-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,635.7
990,Bacteroides-sp-9-1-42FAA-MAF-2,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,186.1
991,Bacteroides-sp-9-1-42FAA-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,941.2
992,Bacteroides-sp-9-1-42FAA-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,238.7
993,Bacteroides-sp-9-1-42FAA-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,865.0
994,Bacteroides-sp-D2-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,94.0
995,Bacteroides-sp-D2-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,632.5
996,Bacteroides-sp-D2-MAF-2,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,193.8
997,Bacteroides-sp-D2-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,933.7
998,Bacteroides-sp-D2-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,240.0
999,Bacteroides-sp-D2-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,856.2
1000,Bacteroides-stercoris-ATCC-43183-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,91.5
1001,Bacteroides-stercoris-ATCC-43183-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,633.7
1002,Bacteroides-stercoris-ATCC-43183-MAF-2,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,192.0
1003,Bacteroides-stercoris-ATCC-43183-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,938.8
1004,Bacteroides-stercoris-ATCC-43183-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,239.7
1005,Bacteroides-stercoris-ATCC-43183-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,860.7
1006,Bacteroides-thetaiotaomicron-1-1-6-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,95.4
1007,Bacteroides-thetaiotaomicron-1-1-6-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,632.5
1008,Bacteroides-thetaiotaomicron-1-1-6-MAF-2,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,195.9
1009,Bacteroides-thetaiotaomicron-1-1-6-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,936.6
1010,Bacteroides-thetaiotaomicron-1-1-6-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,241.4
1011,Bacteroides-thetaiotaomicron-1-1-6-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,857.6
1012,Bacteroides-thetaiotaomicron-VPI-5482-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,95.2
1013,Bacteroides-thetaiotaomicron-VPI-5482-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,632.5
1014,Bacteroides-thetaiotaomicron-VPI-5482-MAF-2,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,195.9
1015,Bacteroides-thetaiotaomicron-VPI-5482-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,936.6
1016,Bacteroides-thetaiotaomicron-VPI-5482-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,241.4
1017,Bacteroides-thetaiotaomicron-VPI-5482-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,860.0
1018,Bacteroides-uniformis-ATCC-8492-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,92.5
1019,Bacteroides-uniformis-ATCC-8492-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,635.1
1020,Bacteroides-uniformis-ATCC-8492-MAF-2,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,187.3
1021,Bacteroides-uniformis-ATCC-8492-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,938.5
1022,Bacteroides-uniformis-ATCC-8492-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,246.4
1023,Bacteroides-uniformis-ATCC-8492-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,857.8
1024,Bacteroides-xylanisolvens-SD-CC-1b-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,94.5
1025,Bacteroides-xylanisolvens-SD-CC-1b-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,632.4
1026,Bacteroides-xylanisolvens-SD-CC-1b-MAF-2,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,195.0
1027,Bacteroides-xylanisolvens-SD-CC-1b-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,936.5
1028,Bacteroides-xylanisolvens-SD-CC-1b-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,241.4
1029,Bacteroides-xylanisolvens-SD-CC-1b-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,858.4
1030,Bacteroides_acidifaciens,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,94.4
1031,Bacteroides_acidifaciens,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,632.4
1032,Bacteroides_acidifaciens,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,195.0
1033,Bacteroides_acidifaciens,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,936.5
1034,Bacteroides_acidifaciens,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,616.1
1035,Bacteroides_acidifaciens,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,201.9
1036,Bacteroides_acidifaciens,methylmalonyl-CoA-epimerase-EC5-1-99-1,240.1
1037,Bacteroides_acidifaciens,methylmalonyl-CoA-mutase-EC5-4-99-2,858.8
1038,Bacteroides_barnesiae,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,93.5
1039,Bacteroides_barnesiae,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,620.4
1040,Bacteroides_barnesiae,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,185.9
1041,Bacteroides_barnesiae,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,936.1
1042,Bacteroides_barnesiae,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,614.2
1043,Bacteroides_barnesiae,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,195.0
1044,Bacteroides_barnesiae,methylmalonyl-CoA-epimerase-EC5-1-99-1,242.2
1045,Bacteroides_barnesiae,methylmalonyl-CoA-mutase-EC5-4-99-2,855.6
1046,Bacteroides_clarus,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,92.8
1047,Bacteroides_clarus,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,632.3
1048,Bacteroides_clarus,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,191.9
1049,Bacteroides_clarus,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,936.4
1050,Bacteroides_clarus,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,609.7
1051,Bacteroides_clarus,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,199.9
1052,Bacteroides_clarus,methylmalonyl-CoA-epimerase-EC5-1-99-1,241.2
1053,Bacteroides_clarus,methylmalonyl-CoA-mutase-EC5-4-99-2,860.0
1054,Bacteroides_coagulans,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,16.1
1055,Bacteroides_coagulans,methylmalonyl-CoA-epimerase-EC5-1-99-1,13.1
1056,Bacteroides_coagulans,methylmalonyl-CoA-mutase-EC5-4-99-2,26.2
1057,Bacteroides_coprocola,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,99.9
1058,Bacteroides_coprocola,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,629.4
1059,Bacteroides_coprocola,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,185.3
1060,Bacteroides_coprocola,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,942.6
1061,Bacteroides_coprocola,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,618.4
1062,Bacteroides_coprocola,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,194.9
1063,Bacteroides_coprocola,methylmalonyl-CoA-epimerase-EC5-1-99-1,239.3
1064,Bacteroides_coprocola,methylmalonyl-CoA-mutase-EC5-4-99-2,866.1
1065,Bacteroides_faecichinchillae,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,93.2
1066,Bacteroides_faecichinchillae,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,630.6
1067,Bacteroides_faecichinchillae,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,198.1
1068,Bacteroides_faecichinchillae,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,935.7
1069,Bacteroides_faecichinchillae,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,617.4
1070,Bacteroides_faecichinchillae,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,199.9
1071,Bacteroides_faecichinchillae,methylmalonyl-CoA-epimerase-EC5-1-99-1,238.9
1072,Bacteroides_faecichinchillae,methylmalonyl-CoA-mutase-EC5-4-99-2,858.0
1073,Bacteroides_faecis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,95.0
1074,Bacteroides_faecis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,632.8
1075,Bacteroides_faecis,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,194.8
1076,Bacteroides_faecis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,937.5
1077,Bacteroides_faecis,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,617.5
1078,Bacteroides_faecis,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,203.0
1079,Bacteroides_faecis,methylmalonyl-CoA-epimerase-EC5-1-99-1,241.5
1080,Bacteroides_faecis,methylmalonyl-CoA-mutase-EC5-4-99-2,862.9
1081,Bacteroides_fluxus,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,97.3
