,strain,gene,hit_score
1093,Bacteroides-xylanisolvens-SD-CC-1b-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,632.4
1094,Bacteroides-xylanisolvens-SD-CC-1b-MAF-2,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,195.0
1095,Bacteroides-xylanisolvens-SD-CC-1b-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,936.5
1096,Bacteroides-xylanisolvens-SD-CC-1b-MAF-2,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,616.4
1097,Bacteroides-xylanisolvens-SD-CC-1b-MAF-2,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,86.1
1098,Bacteroides-xylanisolvens-SD-CC-1b-MAF-2,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,202.5
1099,Bacteroides-xylanisolvens-SD-CC-1b-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,241.4
1100,Bacteroides-xylanisolvens-SD-CC-1b-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,858.4
1101,Bacteroides_acidifaciens,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,94.4
1102,Bacteroides_acidifaciens,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,632.4
1103,Bacteroides_acidifaciens,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,195.0
1104,Bacteroides_acidifaciens,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,936.5
1105,Bacteroides_acidifaciens,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,616.1
1106,Bacteroides_acidifaciens,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,86.3
1107,Bacteroides_acidifaciens,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,201.9
1108,Bacteroides_acidifaciens,methylmalonyl-CoA-epimerase-EC5-1-99-1,240.1
1109,Bacteroides_acidifaciens,methylmalonyl-CoA-mutase-EC5-4-99-2,858.8
1110,Bacteroides_barnesiae,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,93.5
1111,Bacteroides_barnesiae,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,620.4
1112,Bacteroides_barnesiae,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,185.9
1113,Bacteroides_barnesiae,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,936.1
1114,Bacteroides_barnesiae,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,614.2
1115,Bacteroides_barnesiae,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,95.4
1116,Bacteroides_barnesiae,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,195.0
1117,Bacteroides_barnesiae,methylmalonyl-CoA-epimerase-EC5-1-99-1,242.2
1118,Bacteroides_barnesiae,methylmalonyl-CoA-mutase-EC5-4-99-2,855.6
1119,Bacteroides_clarus,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,92.8
1120,Bacteroides_clarus,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,632.3
1121,Bacteroides_clarus,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,191.9
1122,Bacteroides_clarus,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,936.4
1123,Bacteroides_clarus,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,609.7
1124,Bacteroides_clarus,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,87.9
1125,Bacteroides_clarus,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,199.9
1126,Bacteroides_clarus,methylmalonyl-CoA-epimerase-EC5-1-99-1,241.2
1127,Bacteroides_clarus,methylmalonyl-CoA-mutase-EC5-4-99-2,860.0
1128,Bacteroides_coagulans,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,16.1
1129,Bacteroides_coagulans,methylmalonyl-CoA-epimerase-EC5-1-99-1,13.1
1130,Bacteroides_coagulans,methylmalonyl-CoA-mutase-EC5-4-99-2,26.2
1131,Bacteroides_coprocola,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,99.9
1132,Bacteroides_coprocola,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,629.4
1133,Bacteroides_coprocola,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,185.3
1134,Bacteroides_coprocola,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,942.6
1135,Bacteroides_coprocola,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,618.4
1136,Bacteroides_coprocola,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,85.9
1137,Bacteroides_coprocola,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,194.9
1138,Bacteroides_coprocola,methylmalonyl-CoA-epimerase-EC5-1-99-1,239.3
1139,Bacteroides_coprocola,methylmalonyl-CoA-mutase-EC5-4-99-2,866.1
1140,Bacteroides_faecichinchillae,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,93.2
1141,Bacteroides_faecichinchillae,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,630.6
1142,Bacteroides_faecichinchillae,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,198.1
1143,Bacteroides_faecichinchillae,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,935.7
1144,Bacteroides_faecichinchillae,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,617.4
1145,Bacteroides_faecichinchillae,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,85.8
1146,Bacteroides_faecichinchillae,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,199.9
1147,Bacteroides_faecichinchillae,methylmalonyl-CoA-epimerase-EC5-1-99-1,238.9
1148,Bacteroides_faecichinchillae,methylmalonyl-CoA-mutase-EC5-4-99-2,858.0
1149,Bacteroides_faecis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,95.0
1150,Bacteroides_faecis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,632.8
1151,Bacteroides_faecis,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,194.8
1152,Bacteroides_faecis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,937.5
1153,Bacteroides_faecis,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,617.5
1154,Bacteroides_faecis,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,90.7
1155,Bacteroides_faecis,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,203.0
1156,Bacteroides_faecis,methylmalonyl-CoA-epimerase-EC5-1-99-1,241.5
1157,Bacteroides_faecis,methylmalonyl-CoA-mutase-EC5-4-99-2,862.9
1158,Bacteroides_fluxus,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,97.3
1159,Bacteroides_fluxus,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,632.3
1160,Bacteroides_fluxus,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,191.6
1161,Bacteroides_fluxus,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,936.7
1162,Bacteroides_fluxus,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,609.1
1163,Bacteroides_fluxus,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,90.7
1164,Bacteroides_fluxus,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,199.6
1165,Bacteroides_fluxus,methylmalonyl-CoA-epimerase-EC5-1-99-1,240.8
1166,Bacteroides_fluxus,methylmalonyl-CoA-mutase-EC5-4-99-2,856.7
1167,Bacteroides_fragilis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,92.1
1168,Bacteroides_fragilis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,640.3
1169,Bacteroides_fragilis,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,195.2
1170,Bacteroides_fragilis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,934.8
1171,Bacteroides_fragilis,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,612.9
1172,Bacteroides_fragilis,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,98.1
1173,Bacteroides_fragilis,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,200.7
1174,Bacteroides_fragilis,methylmalonyl-CoA-epimerase-EC5-1-99-1,239.1
1175,Bacteroides_fragilis,methylmalonyl-CoA-mutase-EC5-4-99-2,860.1
1176,Bacteroides_gallinarum,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,89.5
1177,Bacteroides_gallinarum,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,630.6
1178,Bacteroides_gallinarum,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,192.0
1179,Bacteroides_gallinarum,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,934.4
1180,Bacteroides_gallinarum,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,609.9
1181,Bacteroides_gallinarum,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,88.6
1182,Bacteroides_gallinarum,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,197.5
1183,Bacteroides_gallinarum,methylmalonyl-CoA-epimerase-EC5-1-99-1,239.2
1184,Bacteroides_gallinarum,methylmalonyl-CoA-mutase-EC5-4-99-2,859.6
1185,Bacteroides_graminisolvens,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,91.5
1186,Bacteroides_graminisolvens,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,639.5
1187,Bacteroides_graminisolvens,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,192.5
1188,Bacteroides_graminisolvens,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,943.2
1189,Bacteroides_graminisolvens,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,607.9
1190,Bacteroides_graminisolvens,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,92.4
1191,Bacteroides_graminisolvens,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,199.3
1192,Bacteroides_graminisolvens,methylmalonyl-CoA-epimerase-EC5-1-99-1,246.1
1193,Bacteroides_graminisolvens,methylmalonyl-CoA-mutase-EC5-4-99-2,854.6
1194,Bacteroides_massiliensis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,89.7
1195,Bacteroides_massiliensis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,637.6
1196,Bacteroides_massiliensis,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,189.6
1197,Bacteroides_massiliensis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,943.6
1198,Bacteroides_massiliensis,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,610.9
1199,Bacteroides_massiliensis,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,88.2
1200,Bacteroides_massiliensis,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,198.1
1201,Bacteroides_massiliensis,methylmalonyl-CoA-epimerase-EC5-1-99-1,239.3
1202,Bacteroides_massiliensis,methylmalonyl-CoA-mutase-EC5-4-99-2,871.4
1203,Bacteroides_nordii,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,90.6
1204,Bacteroides_nordii,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,637.9
1205,Bacteroides_nordii,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,194.1
1206,Bacteroides_nordii,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,939.5
1207,Bacteroides_nordii,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,616.4
1208,Bacteroides_nordii,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,99.0
1209,Bacteroides_nordii,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,196.0
1210,Bacteroides_nordii,methylmalonyl-CoA-epimerase-EC5-1-99-1,241.4
1211,Bacteroides_nordii,methylmalonyl-CoA-mutase-EC5-4-99-2,853.2
1212,Bacteroides_oleiciplenus,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,91.1
1213,Bacteroides_oleiciplenus,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,633.8
1214,Bacteroides_oleiciplenus,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,189.4
1215,Bacteroides_oleiciplenus,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,934.4
1216,Bacteroides_oleiciplenus,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,613.8
1217,Bacteroides_oleiciplenus,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,94.3
1218,Bacteroides_oleiciplenus,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,201.4
1219,Bacteroides_oleiciplenus,methylmalonyl-CoA-epimerase-EC5-1-99-1,244.7
1220,Bacteroides_oleiciplenus,methylmalonyl-CoA-mutase-EC5-4-99-2,866.6
1221,Bacteroides_pyogenes,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,90.2
1222,Bacteroides_pyogenes,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,633.5
1223,Bacteroides_pyogenes,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,180.7
1224,Bacteroides_pyogenes,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,935.1
1225,Bacteroides_pyogenes,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,610.3
1226,Bacteroides_pyogenes,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,82.5
1227,Bacteroides_pyogenes,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,196.7
1228,Bacteroides_pyogenes,methylmalonyl-CoA-epimerase-EC5-1-99-1,238.9
1229,Bacteroides_pyogenes,methylmalonyl-CoA-mutase-EC5-4-99-2,853.9
1230,Bacteroides_salanitronis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,95.0
1231,Bacteroides_salanitronis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,631.1
1232,Bacteroides_salanitronis,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,25.0
1233,Bacteroides_salanitronis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,942.9
1234,Bacteroides_salanitronis,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,615.9
1235,Bacteroides_salanitronis,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,91.5
1236,Bacteroides_salanitronis,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,194.5
1237,Bacteroides_salanitronis,methylmalonyl-CoA-epimerase-EC5-1-99-1,236.2
1238,Bacteroides_salanitronis,methylmalonyl-CoA-mutase-EC5-4-99-2,852.3
1239,Bacteroides_salyersiae,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,90.0
1240,Bacteroides_salyersiae,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,636.8
1241,Bacteroides_salyersiae,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,191.0
1242,Bacteroides_salyersiae,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,938.0
1243,Bacteroides_salyersiae,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,615.7
1244,Bacteroides_salyersiae,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,95.6
1245,Bacteroides_salyersiae,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,194.0
1246,Bacteroides_salyersiae,methylmalonyl-CoA-epimerase-EC5-1-99-1,241.4
1247,Bacteroides_salyersiae,methylmalonyl-CoA-mutase-EC5-4-99-2,864.2
1248,Bacteroides_sartorii,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,89.6
1249,Bacteroides_sartorii,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,636.4
1250,Bacteroides_sartorii,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,188.8
1251,Bacteroides_sartorii,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,940.4
1252,Bacteroides_sartorii,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,610.3
1253,Bacteroides_sartorii,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,93.6
1254,Bacteroides_sartorii,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,200.6
1255,Bacteroides_sartorii,methylmalonyl-CoA-epimerase-EC5-1-99-1,238.6
1256,Bacteroides_sartorii,methylmalonyl-CoA-mutase-EC5-4-99-2,867.8
1257,Bacteroides_stercorirosoris,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,91.2
1258,Bacteroides_stercorirosoris,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,634.7
1259,Bacteroides_stercorirosoris,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,188.6
1260,Bacteroides_stercorirosoris,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,935.6
1261,Bacteroides_stercorirosoris,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,615.0
1262,Bacteroides_stercorirosoris,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,92.1
1263,Bacteroides_stercorirosoris,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,201.3
1264,Bacteroides_stercorirosoris,methylmalonyl-CoA-epimerase-EC5-1-99-1,243.6
1265,Bacteroides_stercorirosoris,methylmalonyl-CoA-mutase-EC5-4-99-2,866.1
1266,Bacteroides_thetaiotaomicron,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,95.2
1267,Bacteroides_thetaiotaomicron,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,632.5
1268,Bacteroides_thetaiotaomicron,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,195.9
1269,Bacteroides_thetaiotaomicron,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,936.6
1270,Bacteroides_thetaiotaomicron,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,612.7
1271,Bacteroides_thetaiotaomicron,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,89.3
1272,Bacteroides_thetaiotaomicron,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,203.5
1273,Bacteroides_thetaiotaomicron,methylmalonyl-CoA-epimerase-EC5-1-99-1,241.4
1274,Bacteroides_thetaiotaomicron,methylmalonyl-CoA-mutase-EC5-4-99-2,860.0
1275,Bacteroides_timonensis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,91.3
1276,Bacteroides_timonensis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,633.8
1277,Bacteroides_timonensis,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,188.2
1278,Bacteroides_timonensis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,934.4
1279,Bacteroides_timonensis,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,611.9
1280,Bacteroides_timonensis,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,91.1
1281,Bacteroides_timonensis,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,201.0
1282,Bacteroides_timonensis,methylmalonyl-CoA-epimerase-EC5-1-99-1,244.3
1283,Bacteroides_timonensis,methylmalonyl-CoA-mutase-EC5-4-99-2,861.7
1284,Bacteroides_ureolyticus,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,75.2
1285,Bacteroides_ureolyticus,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,65.5
1286,Bacteroides_ureolyticus,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,206.0
1287,Bacteroides_ureolyticus,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,79.5
1288,Bacteroides_ureolyticus,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,83.4
1289,Bacteroides_ureolyticus,methylmalonyl-CoA-mutase-EC5-4-99-2,11.0
1290,Bacteroides_vulgatus,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,90.3
1291,Bacteroides_vulgatus,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,636.3
1292,Bacteroides_vulgatus,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,189.1
1293,Bacteroides_vulgatus,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,941.8
1294,Bacteroides_vulgatus,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,613.0
1295,Bacteroides_vulgatus,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,91.3
1296,Bacteroides_vulgatus,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,199.3
1297,Bacteroides_vulgatus,methylmalonyl-CoA-epimerase-EC5-1-99-1,238.7
1298,Bacteroides_vulgatus,methylmalonyl-CoA-mutase-EC5-4-99-2,869.8
1299,Barnesiella_intestinihominis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,89.5
1300,Barnesiella_intestinihominis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,639.0
1301,Barnesiella_intestinihominis,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,271.9
1302,Barnesiella_intestinihominis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,938.9
1303,Barnesiella_intestinihominis,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,605.3
1304,Barnesiella_intestinihominis,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,86.7
1305,Barnesiella_intestinihominis,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,181.0
1306,Barnesiella_intestinihominis,methylmalonyl-CoA-epimerase-EC5-1-99-1,248.3
1307,Barnesiella_intestinihominis,methylmalonyl-CoA-mutase-EC5-4-99-2,843.9
1308,Bavariicoccus_seileri,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,49.4
1309,Bavariicoccus_seileri,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,52.0
1310,Bavariicoccus_seileri,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,66.8
1311,Bavariicoccus_seileri,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,74.0
1312,Bavariicoccus_seileri,methylmalonyl-CoA-epimerase-EC5-1-99-1,51.7
1313,Bifidobacterium-adolescentis-L2-32-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,62.5
1314,Bifidobacterium-adolescentis-L2-32-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,479.3
1315,Bifidobacterium-adolescentis-L2-32-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,647.0
1316,Bifidobacterium-adolescentis-L2-32-MAF-2,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,15.5
1317,Bifidobacterium-adolescentis-L2-32-MAF-2,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,81.7
1318,Bifidobacterium-adolescentis-L2-32-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,36.4
1319,Bifidobacterium_adolescentis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,61.9
1320,Bifidobacterium_adolescentis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,479.1
1321,Bifidobacterium_adolescentis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,647.0
1322,Bifidobacterium_adolescentis,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,15.4
1323,Bifidobacterium_adolescentis,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,81.2
1324,Bifidobacterium_adolescentis,methylmalonyl-CoA-epimerase-EC5-1-99-1,36.4
1325,Bifidobacterium_angulatum,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,72.9
1326,Bifidobacterium_angulatum,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,472.9
1327,Bifidobacterium_angulatum,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,655.3
1328,Bifidobacterium_angulatum,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,84.3
1329,Bifidobacterium_angulatum,methylmalonyl-CoA-epimerase-EC5-1-99-1,40.2
1330,Bifidobacterium_animalis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,64.2
1331,Bifidobacterium_animalis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,481.8
1332,Bifidobacterium_animalis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,650.2
1333,Bifidobacterium_animalis,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,27.2
1334,Bifidobacterium_animalis,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,79.4
1335,Bifidobacterium_bifidum,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,69.4
1336,Bifidobacterium_bifidum,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,480.4
1337,Bifidobacterium_bifidum,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,648.4
1338,Bifidobacterium_bifidum,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,13.2
1339,Bifidobacterium_bifidum,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,81.9
1340,Bifidobacterium_bifidum,methylmalonyl-CoA-epimerase-EC5-1-99-1,17.9
1341,Bifidobacterium_boum,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,71.1
1342,Bifidobacterium_boum,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,490.3
1343,Bifidobacterium_boum,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,657.5
1344,Bifidobacterium_boum,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,13.1
1345,Bifidobacterium_boum,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,82.6
1346,Bifidobacterium_breve,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,73.7
1347,Bifidobacterium_breve,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,482.1
1348,Bifidobacterium_breve,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,649.2
1349,Bifidobacterium_breve,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,21.9
1350,Bifidobacterium_breve,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,92.3
1351,Bifidobacterium_breve,methylmalonyl-CoA-epimerase-EC5-1-99-1,35.3
1352,Bifidobacterium_catenulatum,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,64.3
1353,Bifidobacterium_catenulatum,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,475.5
1354,Bifidobacterium_catenulatum,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,646.1
1355,Bifidobacterium_catenulatum,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,24.9
1356,Bifidobacterium_catenulatum,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,85.5
1357,Bifidobacterium_catenulatum,methylmalonyl-CoA-epimerase-EC5-1-99-1,36.6
1358,Bifidobacterium_coryneforme,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,17.5
1359,Bifidobacterium_coryneforme,methylmalonyl-CoA-epimerase-EC5-1-99-1,26.4
1360,Bifidobacterium_dentium,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,65.7
1361,Bifidobacterium_dentium,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,476.3
1362,Bifidobacterium_dentium,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,649.1
1363,Bifidobacterium_dentium,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,27.6
1364,Bifidobacterium_dentium,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,84.4
1365,Bifidobacterium_dentium,methylmalonyl-CoA-epimerase-EC5-1-99-1,42.8
1366,Bifidobacterium_gallicum,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,71.7
1367,Bifidobacterium_gallicum,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,484.9
1368,Bifidobacterium_gallicum,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,652.0
1369,Bifidobacterium_gallicum,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,15.8
1370,Bifidobacterium_gallicum,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,87.6
1371,Bifidobacterium_longum,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,76.9
1372,Bifidobacterium_longum,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,482.0
