"","IMG_genome_ID","genome_name","scpA","scpB","scpC","argK","n_genes_present"
"9769","2623620485","Prevotella ruminicola BPI-162",1,0,1,1,3
"9770","2623620491","Escherichia coli UVM2",1,1,1,1,4
"9771","2623620492","Escherichia coli 131/07",1,1,1,1,4
"9772","2623620495","Escherichia coli 3234/A",1,1,1,1,4
"9773","2623620496","Escherichia coli RiKo 2299/09",1,1,1,1,4
"9774","2623620497","Escherichia coli RiKo 2305/09",1,1,1,1,4
"9775","2623620498","Escherichia coli RiKo 2308/09",1,1,1,1,4
"9776","2623620499","Escherichia coli RiKo 2331/09",1,1,1,1,4
"9777","2623620500","Escherichia coli RiKo 2340/09",1,1,1,1,4
"9778","2623620501","Escherichia coli RiKo 2351/09",1,1,1,1,4
"9779","2623620502","Escherichia coli MPEC4969",1,1,1,1,4
"9780","2623620503","Escherichia coli MPEC4839",1,1,1,1,4
"9781","2623620505","Escherichia coli 1303",1,1,1,1,4
"9782","2623620506","Escherichia coli 2772a",1,1,1,1,4
"9783","2623620508","Prevotella sp. BP1-148",1,0,1,1,3
"9784","2623620512","Prevotella sp. BP1-145",1,0,1,1,3
"9785","2623620514","Selenomonas ruminantium Z108",1,1,0,1,3
"9786","2623620516","Bacteroides xylanisolvens NLAE-zl-G339",1,0,1,1,3
"9787","2623620517","Selenomonas ruminatium S137",1,0,0,1,2
"9788","2623620522","Phocaeicola vulgatus NLAE-zl-G202",1,0,1,1,3
"9789","2623620524","Micromonospora yangpuensis DSM 45577",1,0,0,1,2
"9790","2623620526","Corynebacterium durum DSM 45333 Genome sequencing",1,0,0,1,2
"9791","2623620529","Corynebacterium aquilae S-613",1,0,0,1,2
"9792","2623620534","Corynebacterium sphenisci DSM 44792 Genome Sequencing",1,0,0,1,2
"9793","2623620551","Micromonospora rifamycinica DSM 44983",1,0,0,1,2
"9794","2623620552","Prevotella sp. TC2-28",1,1,1,1,4
"9795","2623620555","Bacillus megaterium ATCC 14581",1,0,0,1,2
"9796","2623620557","Micromonospora echinaurantiaca DSM 43904",1,0,0,1,2
"9797","2623620567","Micromonospora echinofusca DSM 43913",1,0,0,1,2
"9798","2623620569","Micromonospora citrea DSM 43903",1,0,0,1,2
"9799","2623620582","Hymenobacter sp. AT01-02",1,0,0,0,1
"9800","2623620609","Micromonospora coxensis DSM 45161",1,0,0,1,2
"9801","2623620610","Micromonospora chokoriensis DSM 45160",1,0,0,1,2
"9802","2623620611","Micromonospora chersina DSM 44151",1,0,0,1,2
"9803","2623620612","Micromonospora coriariae DSM 44875",1,0,0,1,2
"9804","2623620615","Paenisporosarcina quisquiliarum SK 55",1,0,0,1,2
"9805","2623621017","Unknown Accumulibacter genome from EPBR bioreactor metagenome",1,0,0,1,2
"9806","2623621018","Unknown Accumulibacter genome from EPBR bioreactor metagenome",1,0,0,1,2
"9807","2623621019","Prevotella ruminicola BPI-34",1,0,1,1,3
"9808","2623621020","Erythrobacter sp. HL-111",1,0,0,0,1
"9809","2623621022","Prevotella aff. ruminicola Tc2-24",1,0,1,1,3
"9810","2623621029","Deltaproteobacteria bacterium JGI E06040-H20 (contamination screened)",1,0,0,1,2
"9811","2626541500","Candidate division JS1 bacterium SCGC AD-561-N23 (contamination screened)",1,0,0,1,2
"9812","2626541544","uncultured Dehalococcoidia GIF3 190_D3 (unscreened)",1,0,0,1,2
"9813","2626541551","uncultured Dehalococcoidia GIF9 190_H1 (unscreened)",1,0,0,0,1
"9814","2626541552","uncultured Dehalococcoidia Sh765B 190_H5 (unscreened)",1,0,0,0,1
"9815","2626541554","Frankia sp. AvcI.1",1,0,0,1,2
"9816","2626541597","Octadecabacter temperatus SB1",1,0,0,1,2
"9817","2626541687","Thioclava electrotrophica elox9",1,0,0,1,2
"9818","2626541988","Parcubacteria (Giovannonibacteria) bacterium GW2011_GWA2_44_13b",1,0,0,1,2
"9819","2626542085","Parcubacteria bacterium GW2011_GWA2_44_13",1,0,0,1,2
"9820","2626542157","Parcubacteria bacterium GW2011_GWC1_44_10",1,0,0,0,1
"9821","2626542168","Parcubacteria (Giovannonibacteria) bacterium GW2011_GWB1_44_23",1,0,0,0,1
"9822","2626542200","Parcubacteria (Azambacteria) bacterium GW2011_GWC2_45_7b",1,0,0,0,1
"9823","2626542334","Parcubacteria (Giovannonibacteria) bacterium GW2011_GWA1_44_25",1,0,0,0,1
"9824","2626542365","Parcubacteria (OD1-vii) bacterium GW2011_GWA2_38_13b",1,0,0,0,1
"9825","2627853510","Roseobacter sp. CHAB-I-5 SCGC AAA076-A02 (contamination screened)",1,0,0,0,1
"9826","2627853511","Roseobacter sp. CHAB-I-5 SCGC AAA076-I17 (contamination screened)",1,0,0,0,1
"9827","2627853512","Roseobacter sp. CHAB-I-5 SCGC AAA076-M18 (contamination screened)",1,0,0,1,2
"9828","2627853514","Roseobacter sp. SAG-O19 SCGC AAA160-J18 (contamination screened)",1,0,0,1,2
"9829","2627853558","Streptomyces sp. RSD-27",1,0,0,1,2
"9830","2627853566","Cyano_bin11_Bacteroidetes",1,0,0,1,2
"9831","2627853567","Cyano_bin6_Bacteroidetes",1,0,0,1,2
"9832","2627853568","LKpool_bin7_Bacteroidetes",1,0,0,1,2
"9833","2627853570","LKpool_bin1_Bacteroidetes",1,0,0,1,2
"9834","2627853571","Guam_bin1_Bacteroidetes",1,0,0,1,2
"9835","2627853572","Cyano_bin10_Bacteroidetes",1,0,0,1,2
"9836","2627853574","Guam_bin8_Bacteroidetes",1,0,0,1,2
"9837","2627853578","Bacteroidetes bin4 BLZ4",1,0,0,0,1
"9838","2627853579","Rhodospirillales bin7 BLZ4",1,0,0,1,2
"9839","2627853580","Cyano_bin1_Alphaproteobacteria",1,0,0,1,2
"9840","2627853583","Cyano_bin9_Gammaproteobacteria",1,0,0,0,1
"9841","2627853595","Propionicimonas paludicola DSM 15597",1,0,0,1,2
"9842","2627853599","Algibacter sp. RHA_19",1,0,0,1,2
"9843","2627853601","Ulvibacter sp. Mar_2010_11",1,0,0,1,2
"9844","2627853602","Flavobacteriaceae bacterium Mar_2009_75",1,0,0,1,2
"9845","2627853611","Yersinia enterocolitica (type O:9) YE212/02",1,1,1,1,4
"9846","2627853612","Mycobacterium tuberculosis TKK_03_0038",1,0,0,1,2
"9847","2627853615","Yersinia enterocolitica WA",1,1,1,1,4
"9848","2627853620","Mycobacterium tuberculosis M2218",1,0,0,1,2
"9849","2627853621","Myroides sp. A21",1,0,0,1,2
"9850","2627853624","Prevotella pectinovora P4-65",1,0,1,1,3
"9851","2627853633","Corynebacterium pseudotuberculosis CCUG 27541",1,0,0,1,2
"9852","2627853636","Streptomyces sp. 150FB",1,0,0,1,2
"9853","2627853639","Dokdonia donghaensis DSW-1",1,0,0,1,2
"9854","2627853645","Mycobacterium tuberculosis M2198",1,0,0,1,2
"9855","2627853647","Hassallia byssoidea VB512170",1,0,0,1,2
"9856","2627853649","Porphyromonas crevioricanis 78849_COT.253",1,0,0,1,2
"9857","2627853652","Mycobacterium tuberculosis TKK_03_0108",1,0,0,1,2
"9858","2627853656","Rhizobium gallicum R602",1,0,0,0,1
"9859","2627853659","Flavobacterium enshiense DK69",1,0,0,1,2
"9860","2627853663","Mycobacterium heraklionense Davo",1,0,0,1,2
"9861","2627853666","Flavihumibacter petaseus NBRC 106054",1,0,0,1,2
"9862","2627853667","Propionibacterium freudenreichii freudenreichii DSM 20271",1,0,0,1,2
"9863","2627853672","Mycobacterium tuberculosis TKK_05MA_0055",1,0,0,1,2
"9864","2627853674","Brevundimonas sp. KM4",1,0,0,0,1
"9865","2627853676","Sanguibacteroides justesenii OUH 308042",1,0,0,1,2
"9866","2627853678","Escherichia coli O139:H28 E24377A",1,1,1,1,4
"9867","2627853680","Mycobacterium tuberculosis TKK_04_0090",1,0,0,1,2
"9868","2627853683","Mycobacterium avium avium DJO-44271",1,0,0,1,2
"9869","2627853686","Mycobacterium tuberculosis TKK_04_0061",1,0,0,1,2
"9870","2627853697","Kordia zhangzhouensis MCCC 1A00726",1,0,0,1,2
"9871","2627853699","Mycobacterium tuberculosis IEXDR1",1,0,0,1,2
"9872","2627853701","Escherichia coli O157:H7 SS52",1,1,1,1,4
"9873","2627853707","Aequorivita vladivostokensis KMM 3516",1,0,0,1,2
"9874","2627853711","Flavihumibacter solisilvae 3-3",1,0,0,1,2
"9875","2627853712","Comamonas thiooxydans JC8",1,0,0,1,2
"9876","2627853714","Mycobacterium tuberculosis MD13744",1,0,0,1,2
"9877","2627853715","Mycobacterium tuberculosis TKK_04_0109",1,0,0,1,2
"9878","2627853720","Rossellomorea aquimaris JM7",1,0,0,1,2
"9879","2627853728","Magnetospira sp. QH-2",1,0,0,1,2
"9880","2627853730","Shigella sonnei SS_09-1032",1,1,1,1,4
"9881","2627853732","Shigella sonnei SS_08-7761",1,1,1,1,4
"9882","2627853739","Devosia limi DSM 17137",1,0,0,0,1
"9883","2627853741","Lysinibacillus massiliensis 4400831 = CIP 108448 = CCUG 49529",1,0,0,1,2
"9884","2627853742","Mycobacterium tuberculosis NRITLD60",1,0,0,1,2
"9885","2627853748","Porphyromonas macacae 78858_COT.192",1,0,0,1,2
"9886","2627853752","Mycobacterium tuberculosis NZXDR1",1,0,0,1,2
"9887","2627853760","Maribacter thermophilus HT7-2",1,0,0,1,2
"9888","2627853771","Escherichia coli PCN061",1,1,1,1,4
"9889","2627853772","Candidatus Competibacter denitrificans Run_A_D11",1,0,0,1,2
"9890","2627853777","Lysinibacillus boronitolerans JCM 21713 = 10a = NBRC 103108",1,0,0,1,2
"9891","2627853778","Porphyromonas gulae 78859",1,0,0,1,2
"9892","2627853779","Mycobacterium tuberculosis TKK_04_0099",1,0,0,1,2
"9893","2627853781","Mycobacterium tuberculosis M2259",1,0,0,1,2
"9894","2627853782","Mycobacterium tuberculosis TKK_04_0089",1,0,0,1,2
"9895","2627853787","Aneurinibacillus migulanus nagano",1,0,0,1,2
"9896","2627853788","Streptomyces yangpuensis fd2-tb",1,0,0,1,2
"9897","2627853794","Escherichia coli O157:H16 Santai",1,1,1,1,4
"9898","2627853795","Escherichia coli C691-71 (14b)",1,1,1,1,4
"9899","2627853801","Flavobacterium psychrophilum VQ50",1,0,0,1,2
"9900","2627853804","Flavihumibacter sp. ZG627 CCTCC AB2013368",1,0,0,1,2
"9901","2627853810","Flavobacterium psychrophilum TR",1,0,0,1,2
"9902","2627853815","Escherichia coli PC-1",1,1,1,1,4
"9903","2627853821","Aurantiacibacter gangjinensis K7-2",1,0,0,0,1
"9904","2627853827","Lysinibacillus sp. A1",1,0,0,1,2
"9905","2627853830","Winogradskyella sp. PG-2",1,0,0,1,2
"9906","2627853832","Devosia psychrophila Cr7-05",1,0,0,0,1
"9907","2627853834","Corynebacterium ulcerans 05146",1,0,0,1,2
"9908","2627853837","Quasibacillus thermotolerans MTCC 8252",1,0,0,1,2
"9909","2627853838","Bacillus aryabhattai GZ03",1,0,0,1,2
"9910","2627853841","Mycolicibacterium conceptionense D16",1,0,0,1,2
"9911","2627853843","Mycobacterium tuberculosis TKK_04_0083",1,0,0,1,2
"9912","2627853844","Escherichia coli ER2796",1,1,1,1,4
"9913","2627853845","Porphyromonas gulae COT-052_OH3439",1,0,0,1,2
"9914","2627853848","Parageobacillus thermoglucosidasius DSM 2542",1,0,0,1,2
"9915","2627853851","Mycobacterium tuberculosis M2324",1,0,0,1,2
"9916","2627853856","Sphingomonas sp. SRS2",1,0,0,0,1
"9917","2627853860","Geofilum rubicundum JCM 15548",1,0,0,1,2
"9918","2627853864","Mycobacterium senegalense CK1",1,0,0,1,2
"9919","2627853869","Shigella boydii SB_08-0009",1,1,1,1,4
"9920","2627853870","Pontibacillus litoralis JSM 072002",1,0,0,1,2
"9921","2627853871","Variovorax paradoxus MEDvA23",1,0,0,1,2
"9922","2627853872","Mycobacteroides abscessus UC22",1,0,0,1,2
"9923","2627853875","Dethiosulfatarculus sandiegensis SPR",1,0,0,1,2
"9924","2627853879","Bacillus sp. REN51N",1,0,0,1,2
"9925","2627853887","Pontibacter korlensis X14-1T",1,0,0,1,2
"9926","2627853890","Mycolicibacterium setense Manresensis",1,0,0,1,2
"9927","2627853892","Hymenobacter sp. AT01-02",1,0,0,1,2
"9928","2627853894","Mycobacterium tuberculosis M2350",1,0,0,1,2
"9929","2627853903","Mycobacterium tuberculosis TKK_04_0097",1,0,0,1,2
"9930","2627853904","Flavobacterium psychrophilum phage resistant V4-24",1,0,0,1,2
"9931","2627853908","Skermanella aerolata KACC 11604",1,0,0,1,2
"9932","2627853910","Escherichia coli FAP1",1,1,1,1,4
"9933","2627853911","Mycobacterium sp. UM_Kg17",1,0,0,1,2
"9934","2627853915","Porphyromonadaceae bacterium COT-184",1,0,0,1,2
"9935","2627853917","Mycobacterium tuberculosis M2084",1,0,0,1,2
"9936","2627853919","Thermoanaerobacter kivui DSM 2030",1,0,0,0,1
"9937","2627853927","Streptomyces sp. CT34",1,0,0,1,2
"9938","2627853936","Mycobacterium tuberculosis TKK_03_0044",1,0,0,1,2
"9939","2627853953","Nocardia seriolae ZJ0503",1,0,0,1,2
"9940","2627853961","Mycobacterium tuberculosis TKK_04_0085",1,0,0,1,2
"9941","2627853967","Shigella flexneri S5717",1,1,1,1,4
"9942","2627853970","Mycobacterium tuberculosis TKK_04_0070",1,0,0,1,2
"9943","2627853983","Escherichia coli NB8",1,0,0,0,1
"9944","2627853984","Mycobacterium tuberculosis M2323",1,0,0,1,2
"9945","2627853986","Geobacillus sp. 12AMOR1",1,0,0,1,2
"9946","2627853988","Halomonas salina",1,0,0,1,2
"9947","2627853989","Corynebacterium ulcerans FRC11",1,0,0,1,2
"9948","2627853990","Mycobacterium tuberculosis XTB13-201",1,0,0,1,2
"9949","2627853997","Clostridiales bacterium PH28_bin88",1,0,0,1,2
"9950","2627853999","Mycobacterium avium 2285 (R)",1,0,0,1,2
"9951","2627854003","Pontibacillus chungwhensis BH030062",1,0,0,1,2
"9952","2627854012","Mycobacterium tuberculosis TKK_03_0065",1,0,0,1,2
"9953","2627854014","Mycobacterium tuberculosis TKK_03_0106",1,0,0,1,2
"9954","2627854021","Porphyromonas gulae 54582_COT.052",1,0,0,1,2
"9955","2627854031","Rhodococcus sp. PML026",1,0,0,1,2
"9956","2627854033","Clostridium scatologenes ATCC 25775",1,0,0,1,2
"9957","2627854034","Mycobacterium tuberculosis M991",1,0,0,1,2
"9958","2627854037","Mycobacterium tuberculosis NRITLD55",1,0,0,1,2
"9959","2627854039","Bacillus sp. B-jedd",1,0,0,1,2
"9960","2627854045","Nautella sp. ECSMB14104",1,0,0,1,2
"9961","2627854052","Mycobacterium tuberculosis M2211",1,0,0,1,2
"9962","2627854064","Mycolicibacterium neoaurum MN4",1,0,0,1,2
"9963","2627854066","Escherichia coli 53C",1,1,1,1,4
"9964","2627854068","Bacillus megaterium NBRC 15308 = ATCC 14581",1,0,0,1,2
"9965","2627854071","Mycobacterium tuberculosis TKK_03_0047",1,0,0,1,2
"9966","2627854074","Mycobacterium tuberculosis M1759",1,0,0,1,2
"9967","2627854078","Escherichia coli K-12 GM4792 Lac+",1,1,1,1,4
"9968","2627854079","Methylobacterium oryzae CBMB20",1,0,0,1,2
"9969","2627854081","Yersinia aldovae 670-83",1,1,1,1,4
"9970","2627854084","Mycobacterium tuberculosis TKK_03_0063",1,0,0,1,2
"9971","2627854086","Aureimonas altamirensis ON-56566",1,0,0,0,1
"9972","2627854098","Escherichia coli APEC IMT5155",1,0,0,0,1
"9973","2627854100","Streptomyces sp. CNQ431",1,0,0,1,2
"9974","2627854104","Aneurinibacillus migulanus NCTC 7096",1,0,0,1,2
"9975","2627854106","Mycobacterium tuberculosis M2360",1,0,0,1,2
"9976","2627854107","Sphingomonas hengshuiensis WHSC-8",1,0,0,0,1
"9977","2627854108","Flavobacterium sp. 316",1,0,0,1,2
"9978","2627854117","Mycobacterium tuberculosis TKK_04_0084",1,0,0,1,2
"9979","2627854121","Mycobacterium tuberculosis TKK_04_0122",1,0,0,1,2
"9980","2627854124","Cupriavidus sp. IDO",1,0,0,0,1
"9981","2627854125","Mycobacteroides chelonae CM 6388",1,0,0,1,2
"9982","2627854126","Diaphorobacter sp. J5-51",1,0,0,1,2
"9983","2627854127","Mesorhizobium sp. ORS 3359",1,0,0,0,1
"9984","2627854128","Streptomonospora alba YIM 90003",1,0,0,1,2
"9985","2627854131","Mycobacterium tuberculosis TKK_04_0123",1,0,0,1,2
"9986","2627854134","Acidovorax temperans KY4",1,0,0,1,2
"9987","2627854153","Porphyromonas gulae COT-052_OH4119",1,0,0,1,2
"9988","2627854154","Comamonas thiooxydans JC12",1,0,0,1,2
"9989","2627854157","Pimelobacter simplex VKM Ac-2033D",1,0,0,1,2
"9990","2627854159","Mycobacterium tuberculosis TKK_05SA_0024",1,0,0,1,2
"9991","2627854161","Corynebacterium argentoratense CNM 463/05",1,0,0,1,2
"9992","2627854164","Citrobacter amalonaticus Y19",1,0,1,0,2
"9993","2627854170","Mycobacterium tuberculosis NRITLD50",1,0,0,1,2
"9994","2627854171","Mycobacterium tuberculosis TKK_03_0111",1,0,0,1,2
"9995","2627854177","Anoxybacillus gonensis G2",1,0,0,1,2
"9996","2627854179","Mycobacterium tuberculosis 2542MS",1,0,0,1,2
"9997","2627854180","Mycobacterium tuberculosis TKK_04_0078",1,0,0,1,2
"9998","2627854181","Mycobacterium tuberculosis NRITLD21",1,0,0,1,2
"9999","2627854186","Mycobacterium sp. UM_Kg1",1,0,0,1,2
"10000","2627854187","Anoxybacillus flavithermus yunnanensis E13",1,0,0,1,2
"10001","2627854192","Mycobacterium tuberculosis M2828",1,0,0,1,2
"10002","2627854193","Ornithinibacillus californiensis DSM 16628",1,0,0,1,2
"10003","2627854200","Halobacillus sp. BBL2006",1,0,0,0,1
"10004","2627854205","Polaribacter sp. Hel_I_85",1,0,0,1,2
"10005","2627854206","Mycobacterium tuberculosis TKK_04_0059",1,0,0,1,2
"10006","2627854214","Porphyromonas gulae COT-052_OH2199",1,0,0,1,2
"10007","2627854215","Mycobacterium tuberculosis MD17614",1,0,0,1,2
"10008","2627854218","Thalassobacter sp. 16PALIMAR09",1,0,0,1,2
"10009","2627854221","Sphingomonas sp. ERG5",1,0,0,0,1
"10010","2627854224","Prevotella pectinovora P4-76",1,0,1,1,3
"10011","2627854225","Yersinia intermedia Y228",1,1,1,1,4
"10012","2627854236","Mesorhizobium plurifarium ORS3365",1,0,0,1,2
"10013","2627854238","Lysinibacillus odysseyi 34hs-1 = NBRC 100172",1,0,0,1,2
"10014","2627854240","Mycobacterium tuberculosis TKK_03_0101",1,0,0,1,2
"10015","2627854250","Corynebacterium ulcerans 210932",1,0,0,1,2
"10016","2627854251","Mycobacterium tuberculosis NRITLD34",1,0,0,1,2
"10017","2627854253","Mycobacterium tuberculosis MD15774",1,0,0,1,2
"10018","2627854258","Mycobacterium tuberculosis MtURU-002",1,0,0,1,2
"10019","2627854264","Thalassobacter stenotrophicus",1,0,0,1,2
"10020","2627854266","Mycobacterium tuberculosis TKK_04_0081",1,0,0,1,2
"10021","2627854270","Mycobacterium tuberculosis TKK_04_0113",1,0,0,1,2
"10022","2627854272","Mycobacterium tuberculosis M2140",1,0,0,1,2
"10023","2627854273","Draconibacterium sediminis JN14CK-3",1,0,0,1,2
"10024","2627854275","Mycobacterium tuberculosis M2361",1,0,0,1,2
"10025","2627854281","Comamonas thiooxydans JC13",1,0,0,1,2
"10026","2627854282","Mesorhizobium plurifarium ORS3356",1,0,0,1,2
"10027","2627854283","Polaribacter sp. Hel1_33_96",1,0,0,1,2
"10028","2627854286","Nocardia fluminea DSM 44489",1,0,0,1,2
"10029","2627854288","Saccharopolyspora antimicrobica DSM 45119",1,0,0,1,2
"10030","2627854289","Micromonospora purpureochromogenes DSM 43821",1,0,0,1,2
"10031","2627854290","Amycolatopsis niigatensis DSM 45165",1,0,0,1,2
"10032","2627854291","Pseudonocardia alni DSM 44104",1,0,0,1,2
"10033","2630968204","Bacillus alveayuensis 24KAM51",1,0,0,1,2
"10034","2630968205","Mycobacterium kyorinense KUM 060204",1,0,0,1,2
"10035","2630968211","Anaerolinea sp. SCGC AB-790-B16 (contamination screened)",1,0,0,0,1
"10036","2630968219","Phycicoccus duodecadis DSM 12806",1,0,0,1,2
"10037","2630968221","Ignavibacterium OTU",1,0,0,1,2
"10038","2630968259","Salipiger profundus JLT2016",1,0,0,1,2
"10039","2630968261","Saccharopolyspora kobensis DSM 44795",1,0,0,1,2
"10040","2630968262","Micromonospora cremea DSM 45599",1,0,0,1,2
"10041","2630968263","Aquimarina sp. Mar_2010_214",1,0,0,1,2
"10042","2630968266","Acidobacteria bacterium Mor1",1,0,0,1,2
"10043","2630968267","Moorea producens PAL 15AUG08-1",1,0,0,0,1
"10044","2630968282","Gemmobacter sp. LW1",1,0,0,1,2
"10045","2630968283","Polynucleobacter sp. MWH-Mekk-C3",1,0,0,1,2
"10046","2630968288","Polynucleobacter sp. es-MAR-2",1,0,0,1,2
"10047","2630968289","Amycolatopsis sulphurea DSM 46092",1,0,0,1,2
"10048","2630968292","Brucella haematophila L1Suc",1,0,0,0,1
"10049","2630968293","Winogradskyella sp. RHA_55",1,0,0,1,2
"10050","2630968302","Jiangella alba DSM 45237",1,0,0,1,2
"10051","2630968307","Mycobacterium tuberculosis Beijing/DS6701",1,0,0,1,2
"10052","2630968308","Burkholderia vietnamiensis CBMB40",1,0,0,0,1
"10053","2630968314","Sphingomonas parapaucimobilis NBRC 15100",1,0,0,0,1
"10054","2630968318","Sphingomonas sp. MEA3-1",1,0,0,0,1
"10055","2630968319","Mycobacterium tuberculosis TKK_03_0150",1,0,0,1,2
"10056","2630968320","Porphyromonas macacae 78856_COT-192",1,0,0,1,2
"10057","2630968325","Rhizobium etli bv. phaseoli IE4803",1,0,0,0,1
"10058","2630968327","Rhodococcus sp. Chr-9",1,0,0,1,2
"10059","2630968330","Rhizobium leguminosarum bv. trifolii CC275e",1,0,0,0,1
"10060","2630968333","Flavobacterium beibuense F44-8",1,0,0,1,2
"10061","2630968334","Flavobacterium subsaxonicum WB4",1,0,0,1,2
"10062","2630968336","Escherichia coli K-12 HMS174",1,1,1,1,4
"10063","2630968337","Kiloniella litopenaei P1-1",1,0,0,1,2
"10064","2630968338","Mycobacterium tuberculosis KT-0194",1,0,0,1,2
"10065","2630968339","Lysinibacillus sp. LK3",1,0,0,1,2
"10066","2630968341","Escherichia coli EC5",1,1,1,1,4
"10067","2630968342","Escherichia coli G6/7",1,1,1,1,4
"10068","2630968344","Rhizobium sp. UR51a",1,0,0,0,1
"10069","2630968346","Mycobacterium intracellulare 1956",1,0,0,1,2
"10070","2630968347","Porphyromonas sp. 78870_No_COT",1,0,0,1,2
"10071","2630968348","Mycobacterium tuberculosis TKK_04_0158",1,0,0,1,2
"10072","2630968356","Mycobacterium tuberculosis M2193",1,0,0,1,2
"10073","2630968358","Mycobacterium tuberculosis M987",1,0,0,1,2
"10074","2630968359","Bacillus niacini F8",1,0,0,1,2
"10075","2630968362","Mycobacterium tuberculosis TKK_04_0112",1,0,0,1,2
"10076","2630968363","Mycobacterium tuberculosis M2352",1,0,0,1,2
"10077","2630968366","Sphingomonas taxi ATCC 55669",1,0,0,0,1
"10078","2630968378","Paracoccus sp. 361",1,0,0,1,2
"10079","2630968384","Anaerobacillus macyae DSM 16346",1,0,0,1,2
"10080","2630968387","Novosphingobium sp. MBES04",1,0,0,0,1
"10081","2630968389","Geobacillus kaustophilus Et2/3",1,0,0,1,2
"10082","2630968397","Shigella sonnei SS_09-4962",1,1,1,1,4
"10083","2630968398","Mycobacterium tuberculosis TKK_03_0112",1,0,0,1,2
"10084","2630968399","Mycobacterium tuberculosis M2898",1,0,0,1,2
"10085","2630968402","Serpentinimonas maccroryi B1",1,0,0,1,2
"10086","2630968404","Rhodococcus sp. EsD8",1,0,0,1,2
"10087","2630968414","Escherichia coli C1-057",1,1,1,1,4
"10088","2630968416","Flavobacterium psychrophilum 5",1,0,0,1,2
"10089","2630968434","Agrobacterium sp. LC34",1,0,0,0,1
"10090","2630968442","Bacillus subterraneus MITOT1",1,0,0,1,2
"10091","2630968446","Knoellia flava TL1",1,0,0,1,2
"10092","2630968451","Corynebacterium kroppenstedtii ITA105",1,0,0,1,2
"10093","2630968454","Mycobacterium tuberculosis 10060",1,0,0,1,2
"10094","2630968456","Pedobacter kyungheensis KACC 16221",1,0,0,1,2
"10095","2630968459","Lysinibacillus manganicus DSM 26584",1,0,0,1,2
"10096","2630968460","Mycobacteroides abscessus abscessus 103",1,0,0,1,2
"10097","2630968462","Mycobacterium tuberculosis M2192",1,0,0,1,2
"10098","2630968463","Mycobacterium tuberculosis MD18115",1,0,0,1,2
"10099","2630968467","Nitratireductor soli ZZ-1",1,0,0,1,2
"10100","2630968469","Prevotella pectinovora P5-119",1,0,1,1,3
"10101","2630968470","Porphyromonas cangingivalis 54546_COT.109",1,0,0,1,2
"10102","2630968474","Mycobacterium tuberculosis KT-0197",1,0,0,1,2
"10103","2630968476","Bacillus campisalis SA2-6",1,0,0,1,2
"10104","2630968477","Mycobacterium tuberculosis TKK_04_0071",1,0,0,1,2
"10105","2630968478","Mycobacterium tuberculosis MD17901",1,0,0,1,2
"10106","2630968481","Corynebacterium diphtheriae HC07",1,0,0,1,2
"10107","2630968488","Mycobacterium tuberculosis TKK_04_0130",1,0,0,1,2
"10108","2630968489","Flavobacterium sp. AED",1,0,0,1,2
"10109","2630968491","Mycolicibacterium chubuense DSM 44219",1,0,0,1,2
"10110","2630968496","Shigella sonnei SS_09-2245",1,1,1,1,4
"10111","2630968500","Escherichia coli G5",1,1,1,1,4
"10112","2630968501","Mycobacterium tuberculosis M2199",1,0,0,1,2
"10113","2630968503","Mycobacterium tuberculosis TKK_04_0086",1,0,0,1,2
"10114","2630968505","Escherichia coli C321.deltaA rEc.y.dC.46",1,1,1,1,4
"10115","2630968511","Escherichia coli 8-415-05_S4_C1",1,0,0,0,1
"10116","2630968514","Mycobacterium tuberculosis NRITLD53",1,0,0,1,2
"10117","2630968515","Agrobacterium tumefaciens MEJ076",1,0,0,0,1
"10118","2630968520","Mycobacterium tuberculosis TKK_05MA_0037",1,0,0,1,2
"10119","2630968521","Rhodococcus rhodochrous NBRC 16069",1,0,0,1,2
"10120","2630968524","Caenimonas sp. SL110",1,0,0,1,2
"10121","2630968527","Comamonas testosteroni JL40",1,0,0,1,2
"10122","2630968533","Escherichia coli ECONIH1",1,1,1,1,4
"10123","2630968540","Verrucomicrobia bacterium IMCC26134",1,0,0,1,2
"10124","2630968551","Mycobacterium tuberculosis MD14825",1,0,0,1,2
"10125","2630968557","Elizabethkingia meningoseptica FMS-007",1,0,0,1,2
"10126","2630968558","Escherichia marmotae HT073016",1,1,1,1,4
"10127","2630968567","Yersinia enterocolitica FORC_002",1,1,1,1,4
"10128","2630968569","Aurantiacibacter marinus HWDM-33",1,0,0,0,1
"10129","2630968572","Streptomyces flavogriseus IAF 45 CD, ATCC 33331",1,0,0,1,2
"10130","2630968573","Mycobacterium tuberculosis NRITLD54",1,0,0,1,2
"10131","2630968575","Porphyromonas canoris 54541_COT.108",1,0,0,1,2
"10132","2630968585","Coprobacter secundus 177",1,0,0,1,2
"10133","2630968586","Methylobacterium radiotolerans 78c",1,0,0,1,2
"10134","2630968588","Mycobacterium tuberculosis TKK_03_0102",1,0,0,1,2
"10135","2630968591","Caballeronia glathei LMG 14190",1,0,0,0,1
"10136","2630968592","Mycobacterium tuberculosis NRITLD59",1,0,0,1,2
"10137","2630968600","Domibacillus tundrae PAMC 80007",1,0,0,1,2
"10138","2630968603","Polaribacter sp. Hel1_33_49",1,0,0,1,2
"10139","2630968605","Jejuia pallidilutea JCM 19538",1,0,0,1,2
