taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	NCBI Assembly Accession	NCBI GenBank ID	Genome Size   * assembled	Gene Count   * assembled	
2537561821	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL027PA1	Washington University in St. Louis	2537561821	GCA_000145455.1	ADXX00000000	2519967	2689	
2938686344	Bacteria	Permanent Draft	Genome sequencing of bacterial type strains from NCTC culture collection	Corynebacterium ulcerans NCTC 8666	Wellcome Trust Sanger Institute	2938686344	GCA_900447245.1	UFXR00000000	2542414	2424	
2660238345	Bacteria	Finished	Genome sequencing of bacterial type strains from NCTC culture collection	Corynebacterium diphtheriae NCTC11397	Wellcome Trust Sanger Institute	2660238345	GCA_001457455.1	LN831026	2463666	2406	
2654587695	Bacteria	Permanent Draft	Corynebacterium ulcerans 03-8664	Corynebacterium ulcerans 03-8664	Federal University of Minas Gerais	2654587695	GCA_001298285.1	LGSY00000000	2292668	2315	
2660237914	Bacteria	Permanent Draft	Genome sequencing to identify the genetic basis of strain dependant traits in Propionibacterium freudenreichii isolates	Propionibacterium freudenreichii CIRM-BIA 508	INRA STLO	2660237914	GCA_001368955.1	CDAF00000000	2578004	2321	
2848149107	Bacteria	Finished	Genome sequencing of bacterial type strains from NCTC culture collection	Corynebacterium ulcerans NCTC 8639	Wellcome Trust Sanger Institute	2848149107	GCA_900475775.1	LS483416	2453749	2268	
2558860125	Bacteria	Permanent Draft	The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.	Propionibacteriaceae bacterium P6A17	DOE Joint Genome Institute (JGI)	2558860125	GCA_000619965.1	JHVD00000000	2731626	2636	
2872055952	Bacteria	Finished	Corynebacterium pseudotuberculosis OVIAF1 genome sequencing	Corynebacterium pseudotuberculosis OVIAF1	UFMG	2872055952	GCA_003955905.1	CP034410	2337570	2210	
2518285597	Bacteria	Permanent Draft	Propionibacteria phylogeny project	Acidipropionibacterium acidipropionici ATCC 4875	Eureka genomics	2518285597			3582034	3353	
2523533551	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Acidipropionibacterium jensenii DSM 20535	DOE Joint Genome Institute (JGI)	2523533551	GCA_000425285.1	AUDD00000000	3028354	2781	
2627853595	Bacteria	Permanent Draft	Sequencing the genomes of 1000 actinobacteria strains	Propionicimonas paludicola DSM 15597	DOE Joint Genome Institute (JGI)	2627853595			3262476	3055	
2623620526	Bacteria	Finished	Corynebacterium Type Strain Sequencing and Analysis Project	Corynebacterium durum DSM 45333 Genome sequencing	Center for Biotechnology (CeBiTec), Bielefeld Univeristy	2623620526			2786863	2641	
651053059	Bacteria	Finished	Propionibacterium sequencing project -BAYGEN, Hungary	Cutibacterium acnes 6609	BAYGEN	651053059	GCA_000217615.1	CP002815	2560282	2402	
2851545357	Bacteria	Finished	Corynebacterium Ulcerans FRC58	Corynebacterium Ulcerans FRC58	Federal University of Para	2851545357	GCA_000499805.2	CP011913	2542597	2400	
639633060	Bacteria	Finished	Solibacter usitatus Ellin6076	Candidatus Solibacter usitatus Ellin6076	DOE Joint Genome Institute (JGI)	639633060	GCA_000014905	CP000473	9965640	8003	
2645727783	Bacteria	Finished	Corynebacterium pseudotuberculosis 1002B genome sequencing	Corynebacterium pseudotuberculosis 1002B	Federal University of Minas Gerais	2645727783	GCA_001433475.1	CP012837	2335107	2177	
2833059440	Bacteria	Finished	Tessaracoccus sp. Marseille-P5995 genome sequencing	Tessaracoccus timonensis Marseille-P5995	Research Unit on Emerging Infectious and Tropical Diseases ( URMITE )	2833059440	GCA_900343145.1	LT996886	2759000	2710	
2876294580	Bacteria	Permanent Draft	Genome sequencing of female urinary tract bacteria isolated using an Enhanced Quantitative Urine Culture (EQUC) protocol	Cutibacterium acnes UMB0211	Loyola University Chicago	2876294580	GCA_002861085.1	PKIU00000000	2545831	2482	
2537561586	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL072PA1	Washington University in St. Louis	2537561586	GCA_000144245.1	ADZF00000000	2523939	2588	
2869755204	Bacteria	Finished	Genome sequencing as part of FDA-ARGOS: dAtabase for Regulatory Grade micrObial Sequences project	Corynebacterium jeikeium FDAARGOS_574	Institute for Genome Sciences, University of Maryland School of Medicine, US Food and Drug Administration 	2869755204	GCA_003955985.1	CP033786, CP033784, CP033785	2528170	2277	
2537561820	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL027PA2	Washington University in St. Louis	2537561820	GCA_000144715.1	ADYT00000000	2473928	2618	
2872053734	Bacteria	Finished	Corynebacterium pseudotuberculosis E7 genome sequencing	Corynebacterium pseudotuberculosis E7	UFMG	2872053734	GCA_004353245.1	CP036535	2337910	2217	
2874047755	Bacteria	Permanent Draft	bacterium Genome sequencing	Cutibacterium acnes P15-014	University of Washington	2874047755	GCA_003426225.1	NMRH00000000	2546045	2477	
2718218183	Bacteria	Finished	Corynebacterium pseudotuberculosis genome sequencing - Federal University of Minas Gerais	Corynebacterium pseudotuberculosis 34	Federal University of Minas Gerais	2718218183	GCA_001866985.1	CP015192	2403454	2264	
2531839319	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL060PA1	Washington University in St. Louis	2531839319	GCA_000145355.1	ADYE00000000	2475384	2594	
2718217930	Bacteria	Finished	Human oral bacterial isolates genome sequencing	Cutibacterium modestum 193 F0672	The Forsyth Institute	2718217930	GCA_001717565.1	CP017041, CP017040	2649207	2595	
2563367224	Bacteria	Permanent Draft	Corynebacterium ulcerans NCTC 12077	Corynebacterium ulcerans NCTC 12077	Moredun Research Institute	2563367224	GCA_000498915.1	AYUJ00000000	2616289	2352	
2836836789	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Arachnia propionica F0230a	J. Craig Venter Institute	2836836789	GCA_000277715.1	CP002734	3449360	3175	
2938677204	Bacteria	Permanent Draft	Corynebacterium diphtheriae Genome sequencing	Corynebacterium diphtheriae rz356	Institute for Medical Research	2938677204	GCA_001889775.1	MKYI00000000	2476729	2509	
651053058	Bacteria	Finished	Propionibacterium acnes 266	Cutibacterium acnes 266	University of Gottingen	651053058	GCA_000213155.1	CP002409	2494578	2402	
2630968795	Bacteria	Permanent Draft	Corynebacterium ulcerans strain:LSPQ-04228 genome sequencing	Corynebacterium ulcerans LSPQ-04228	The Institut national de sant? publique du Qu?bec (INSPQ)	2630968795	GCA_000988295.1	JZUT00000000	2439377	2516	
2718218444	Bacteria	Finished	Acidipropionibacterium acidipropionici F3E8 Genome sequencing	Acidipropionibacterium acidipropionici F3E8	Australian Institute for Bioengineering and Nanotechnology	2718218444	GCA_001855335.1	CP015970	3631890	3424	
2518285594	Bacteria	Permanent Draft	Propionibacteria phylogeny project	Cutibacterium acnes ATCC 6919	Eureka genomics	2518285594			2477495	2485	
2648501352	Bacteria	Permanent Draft	Corynebacterium ulcerans 04-7514 genome sequencing	Corynebacterium ulcerans 04-7514	Federal University of Minas Gerais	2648501352	GCA_001302345.1	LJVH00000000	2494956	2415	
2639762781	Bacteria	Finished	Corynebacterium pseudotuberculosis E19B9 Genome sequencing	Corynebacterium pseudotuberculosis E19B9	Federal University of Para	2639762781	GCA_001186445.1	CP012136	2367956	2199	
2645727974	Bacteria	Permanent Draft	Sequencing of Propionibacterium acnes strains isolated from the skin of the lower back	Cutibacterium acnes PMH5	Aarhus University	2645727974	GCA_001297145.1	LJAS00000000	2565829	2541	
2916404855	Bacteria	Permanent Draft	Corynebacterium diphtheriae bv. gravis DSM 44123 genome sequencing	Corynebacterium diphtheriae bv. gravis DSM 44123	Northumbria University	2916404855	GCA_001913265.1	LJXR00000000	2371600	2366	
2917719114	Bacteria	Permanent Draft	Genome sequencing and assembly - library of cultured bacterial species from laboratory mouse gut microbiota from the University of Toronto	Propionibacterium sp. NM47_B9-13	University of Toronto	2917719114	GCA_004793845.1	SRYP00000000	2643072	2734	
2588253761	Bacteria	Finished	Corynebacterium pseudotuberculosis project- Oslo University Hospital , Norway	Corynebacterium pseudotuberculosis Ft_2193/67	Oslo University Hospital	2588253761	GCA_000730445.1	CP008924	2338300	2303	
2695420652	Bacteria	Permanent Draft	Genome sequencing to identify the genetic basis of strain dependant traits in Propionibacterium freudenreichii isolates	Propionibacterium freudenreichii CIRM-BIA 512	INRA STLO	2695420652	GCA_001368995.1	CDAH00000000	2580419	2333	
2869738452	Bacteria	Finished	Corynebacterium gerontici W8 genome sequencing	Corynebacterium gerontici W8	Bielefeld University	2869738452	GCA_003813985.1	CP033897	2263210	2184	
2834836693	Bacteria	Permanent Draft	Propionibacterium australiense Genome sequencing and assembly	Propionibacterium australiense NML98A072	National Microbiology Laboratory, Public Health Agency of Canada	2834836693	GCA_003666605.1	RCIV00000000	2996433	2771	
2876311743	Bacteria	Permanent Draft	bacterium Genome sequencing	Cutibacterium acnes T20736	University of Washington	2876311743	GCA_003384465.1	PCNM00000000	2480243	2429	
2841058919	Bacteria	Finished	Acidipropionibacterium jensenii JS279 and JS280 Genome sequencing	Acidipropionibacterium jensenii JS279	University of Helsinki	2841058919	GCA_004011075.1	CP025571	3032477	2739	
2645727750	Bacteria	Finished	Corynebacterium lactis RW2-5	Corynebacterium lactis RW2-5	Bielefeld University	2645727750	GCA_001274895.1	CP006841	2769745	2514	
2588253762	Bacteria	Finished	Corynebacterium pseudotuberculosis project- Oslo University Hospital , Norway	Corynebacterium pseudotuberculosis CS_10	Oslo University Hospital	2588253762	GCA_000730405.1	CP008923	2338144	2293	
2645727559	Bacteria	Finished	Genome sequence of Corynebacterium ulcerans strain 131001	Corynebacterium ulcerans 131001	Federal University of Minas Gerais	2645727559	GCA_001281445.1	CP010818	2483321	2284	
2657245564	Bacteria	Finished	Corynebacterium pseudotuberculosis Genome sequencing	Corynebacterium pseudotuberculosis MB66	Federal University of Para	2657245564	GCA_001579925.1	CP013263	2372202	2274	
2558860419	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Propionibacterium sp. KPL2003	Broad Institute	2558860419	GCA_000477775.1	AXMG00000000	2493425	2362	
2684622695	Bacteria	Permanent Draft	Genome sequencing to identify the genetic basis of strain dependant traits in Propionibacterium freudenreichii isolates	Propionibacterium freudenreichii CIRM-BIA 122	INRA STLO	2684622695	GCA_900000055.1	CCYP00000000	2614705	2372	
2855965436	Bacteria	Permanent Draft	Cutibacterium acnes CA39 genome sequencing	Cutibacterium acnes CA39	Fudan University	2855965436	GCA_002775655.1	NJNN00000000	2484088	2425	
2850492634	Bacteria	Finished	Genome sequencing of Propionibacterium freudenreichii	Propionibacterium freudenreichii ERS1366604	Institute of Biotechnology, Helsinki University	2850492634	GCA_900097205.1	LT618792, LT618791	5360534	4939	
2630968451	Bacteria	Permanent Draft	Corynebacterium kroppenstedtii strain:ITA105 genome sequencing	Corynebacterium kroppenstedtii ITA105	Instituto Tecnol?gico Agrario de Castilla y Le?n (Itacyl)	2630968451	GCA_000971845.1	JYCR00000000	2574614	2344	
2781126037	Bacteria	Permanent Draft	Sequencing the genomes of 1000 actinobacteria strains	Luteococcus japonicus DSM 10546	DOE Joint Genome Institute (JGI)	2781126037		RKHG00000000	3452849	3333	
2537561596	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL103PA1	Washington University in St. Louis	2537561596	GCA_000194865.1	ADWF00000000	2476406	2545	
2811995256	Bacteria	Permanent Draft	Genome sequencing of female urinary tract bacteria isolated using an Enhanced Quantitative Urine Culture (EQUC) protocol	Corynebacterium kroppenstedtii UMB0869	Loyola University Chicago	2811995256	GCA_002871755.1	PNHH00000000	2516257	2209	
2657245502	Bacteria	Finished	Genome sequences of multiple Propionibacterium acnes strains	Cutibacterium acnes PA_15_2_L1	Institute for Genome Sciences, University of Maryland School of Medicine	2657245502	GCA_001469615.1	CP012352	2540008	2423	
2710724142	Bacteria	Permanent Draft	Coal Seam Isolate genomes	Tessaracoccus sp. SUR-6	University of New South Wales	2710724142			3148985	3113	
2522572173	Bacteria	Finished	Propionibacterium acnes C1	Cutibacterium acnes C1	Tokyo Medical and Dental University	2522572173	GCA_000302515.1	CP003877	2519002	2412	
2862083008	Bacteria	Permanent Draft	Corynebacterium sp. Marseille-P2417 genome sequencing	Corynebacterium pacaense Marseille-P2417	Research Unit on Emerging Infectious and Tropical Diseases ( URMITE )	2862083008	GCA_900169525.1	FWCI00000000	3030206	2864	
2867413033	Bacteria	Permanent Draft	Canine Oral Isolates	Arachnia propionica OH2822_COT-296	University of California, Davis	2867413033	GCA_003932785.1	RQYT00000000	3491382	3271	
2931433137	Bacteria	Finished	Genome sequencing and assembly of Tessaracoccus flavescens SST-39	Tessaracoccus flavescens SST-39 v2	Macrogen Inc	2931433137	GCA_001998865.1	CP019607, CP019608	3650768	3686	
2844401253	Bacteria	Finished	Corynebacterium pseudotuberculosis Cap1R genome sequencing	Corynebacterium pseudotuberculosis Cap1R	UFMG	2844401253	GCA_004323775.1	CP036258	2338132	2219	
2585427598	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Tessaracoccus bendigoensis DSM 12906	DOE Joint Genome Institute (JGI)	2585427598	GCA_900141915.1	FQZG00000000	4131430	3779	
2630968481	Bacteria	Permanent Draft	Corynebacterium diphtheriae HC07	Corynebacterium diphtheriae HC07	Instituto Oswaldo Cruz, Oswaldo Cruz Foundation	2630968481	GCA_000953975.1	JRUZ00000000	2491635	2425	
2558860221	Bacteria	Finished	Corynebacterium vitaeruminis DSM 20294	Corynebacterium vitaeruminis DSM 20294 Genome sequencing	Center for Biotechnology (CeBiTec), Bielefeld Univeristy	2558860221	GCA_000550805.1	CP004353	2931780	2645	
2876304364	Bacteria	Permanent Draft	bacterium Genome sequencing	Cutibacterium acnes P15-071	University of Washington	2876304364	GCA_003425855.1	NOWN00000000	2517904	2486	
2571042832	Bacteria	Permanent Draft	Propionibacterium sequencing project - Aarhus University	Cutibacterium acnes P6	Aarhus University	2571042832	GCA_000496915.1	ARZZ00000000	2535516	2383	
651324092	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Propionibacterium sp. 434-HC2	J. Craig Venter Institute	651324092	GCA_000214535	AFIL00000000	2568635	2565	
2874825049	Bacteria	Finished	Corynebacterium diphtheriae lausannense CMCNS703 genome sequencing	Corynebacterium diphtheriae lausannense CMCNS703	Christian Medical College	2874825049	GCA_004771215.1	CP038789	2892379	3217	
2687453413	Bacteria	Finished	Corynebacterium pseudotuberculosis E56 genome sequencing and assembly	Corynebacterium pseudotuberculosis E56	Federal University of Minas Gerais	2687453413	GCA_001481755.1	CP013699	2335773	2182	
2912292857	Bacteria	Finished	Genome Sequencing of Corynebacterium hindlerae NML93-0612	Corynebacterium hindlerae NML93-0612	National Microbiology Laboratory, Public Health Agency of Canada	2912292857	GCA_014117265.1	CP059834, CP059833	2682044	2681	
2876292090	Bacteria	Permanent Draft	bacterium Genome sequencing	Cutibacterium acnes T14475	University of Washington	2876292090	GCA_003384345.1	PCNG00000000	2548333	2489	
2837017481	Bacteria	Permanent Draft	Genome sequencing as part of FDA-ARGOS: dAtabase for Regulatory Grade micrObial Sequences project	Arachnia propionica FDAARGOS_578	Institute for Genome Sciences, University of Maryland School of Medicine, U.S. Food and Drug Administration (FDA)	2837017481	GCA_003797385.1	RKKA00000000	3467615	3197	
2841831313	Bacteria	Finished	Genome sequencing of Propionibacterium freudenreichii	Propionibacterium freudenreichii PFRJS8	Institute of Biotechnology, University of Helsinki	2841831313	GCA_900087165.1	LT576042	2655373	2414	
2874032814	Bacteria	Permanent Draft	Cutibacterium acnes 09-29 genome sequencing	Cutibacterium acnes 09-29	Aarhus University	2874032814	GCA_002831725.1	LKVD00000000	2591388	2531	
2851553239	Bacteria	Finished	Corynebacterium pseudotuberculosis PA07 genome sequencing	Corynebacterium pseudotuberculosis PA07	Federal University of Para	2851553239	GCA_001942005.2	CP024457	2337352	2211	
2744054798	Bacteria	Permanent Draft	Propionibacterium avidum HL307PV1 genome sequencing and assembly	Cutibacterium avidum HL307PV1	University of California, Los Angeles	2744054798	GCA_001623885.1	LVJL00000000	2575484	2453	
2848151376	Bacteria	Finished	Corynebacterium pseudotuberculosis phoP Genome sequencing	Corynebacterium pseudotuberculosis phoP	UFMG	2848151376	GCA_002009385.1	CP019768	2339296	2206	
2938691023	Bacteria	Permanent Draft	Whole genome shotgun sequencing of toxigenic C. diphtheriae	Corynebacterium diphtheriae WD105	Christian Medical College	2938691023	GCA_003640965.1	RCEY00000000	2480777	2599	
2687453189	Bacteria	Finished	Genome sequencing of Propionibacterium acnes KCOM 1861	Cutibacterium acnes KCOM 1861	Chosun University	2687453189	GCA_001281065.1	CP012647	2522438	2404	
2606217205	Bacteria	Finished	Corynebacterium Type Strain Sequencing and Analysis Project	Corynebacterium kutscheri DSM 20755 Genome Sequencing	Center for Biotechnology (CeBiTec), Bielefeld Univeristy	2606217205	GCA_000980835.1	CP011312	2354065	2159	
648231702	Bacteria	Finished	Corynebacterium pseudotuberculosis 1002	Corynebacterium pseudotuberculosis sv. Ovis 1002	Federal University of Minas Gerais	648231702	GCA_000144935	CP001809	2335112	2117	
2869747592	Bacteria	Finished	Corynebacterium pseudotuberculosis 04MAT genome sequencing	Corynebacterium pseudotuberculosis 04MAT	UFMG	2869747592	GCA_004332375.1	CP036469	2337578	2209	
2773857949	Bacteria	Permanent Draft	Whole genome sequencing of bacterial isolates collected over a 1-year period from the intensive care unit of University of Washington Medical Center	Corynebacterium urealyticum 1055_CURE	University of Washington	2773857949	GCA_001053765.1	JWEP00000000	2619440	2350	
2848159128	Bacteria	Finished	Genome sequencing of bacterial type strains from NCTC culture collection	Corynebacterium ulcerans NCTC 7910	Wellcome Trust Sanger Institute	2848159128	GCA_900187135.1	LT906443	2453761	2278	
2534681798	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL037PA1	Washington University in St. Louis	2534681798	GCA_000145555.1	ADZI00000000	2476029	2603	
2531839421	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL036PA3	Washington University in St. Louis	2531839421	GCA_000145495.1	ADXY00000000	2477900	2598	
2518645565	Bacteria	Finished	Genome Sequencing of Corynebacterium pseudotuberculosis - Rede Paraense de Genomica e Proteomica, Brazil	Corynebacterium pseudotuberculosis Cp162	Rede Paraense de Genomica e Proteomica	2518645565	GCA_000265545	CP003652	2293464	2063	
2531839318	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL083PA1	Washington University in St. Louis	2531839318	GCA_000144225.1	ADZC00000000	2477046	2573	
2684623196	Bacteria	Finished	Propionibacterium acidipropionici strain:CGMCC 1.2230 Genome sequencing	Acidipropionibacterium acidipropionici CGMCC 1.2230	Propionibacterium acidipropionici	2684623196	GCA_001441165.1	CP013126	3651382	3373	
2529292557	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Corynebacterium glucuronolyticum DSM 44120	DOE Joint Genome Institute (JGI)	2529292557	GCA_900176155.1	FWWS00000000	2821068	2663	
643886147	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Corynebacterium glucuronolyticum ATCC 51867	Baylor College of Medicine	643886147	GCA_000156595	ABYP00000000	2784713	2701	
647000296	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes J139	J. Craig Venter Institute	647000296	GCA_000177395.1	ADFS00000000	2481963	2414	
2531839422	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium humerusii HL044PA1	Washington University in St. Louis	2531839422	GCA_000144085.1	ADZU00000000	2642650	2910	
2850497574	Bacteria	Finished	Genome sequencing of Propionibacterium freudenreichii	Propionibacterium freudenreichii ERS1364188	Institute of Biotechnology, Helsinki University	2850497574	GCA_900097175.1	LT618779, LT618780	5058021	4569	
2512564036	Bacteria	Finished	Genome Sequencing of Corynebacterium pseudotuberculosis - Rede Paraense de Genomica e Proteomica, Brazil	Corynebacterium pseudotuberculosis 316	Rede Paraense de Genomica e Proteomica	2512564036	GCA_000248375.1	CP003077	2310415	2167	
2855976279	Bacteria	Permanent Draft	bacterium Genome sequencing	Cutibacterium namnetense T34998	University of Washington	2855976279	GCA_003384605.1	PCZS00000000	2399850	2308	
2718218477	Bacteria	Finished	Corynebacterium pseudotuberculosis genome sequencing - Federal University of Minas Gerais	Corynebacterium pseudotuberculosis 39	Federal University of Minas Gerais	2718218477	GCA_001867105.1	CP015188	2403579	2265	
2558860397	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Propionibacterium sp. KPL1838	Broad Institute	2558860397	GCA_000477735.1	AXMN00000000	2531819	2359	
2540341165	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Arachnia propionica F0230a	J. Craig Venter Institute	2540341165	GCA_000277715.1	CP002734	3449360	2996	
2847129792	Bacteria	Finished	Genome sequencing of Propionibacterium freudenreichii	Propionibacterium freudenreichii PFRJS12	Institute of Biotechnology, University of Helsinki	2847129792	GCA_900087375.1	LT576787	2613734	2366	
2872065163	Bacteria	Finished	Complete Genome Sequencing of Corynebacterium pseudotuberculosis MIC6	Corynebacterium pseudotuberculosis MIC6	UFMG	2872065163	GCA_002009415.1	CP019769	2337147	2210	
2887990687	Bacteria	Finished	Nocardioides cynanchi SB3-45 genome sequencing	Nocardioides sp. SB3-45	Korea Research Institute of Bioscience and Biotechnology	2887990687	GCA_008761635.1	CP044344	3998545	3961	
2609459851	Bacteria	Permanent Draft	Propionibacterium acnes HL202PA1	Cutibacterium acnes HL202PA1	University of California, Los Angeles	2609459851	GCA_000735055.1	AODB00000000	2482415	2371	
2687453247	Bacteria	Finished	Propionibacterium freudenreichii ssp. shermanii JS genome	Propionibacterium freudenreichii shermanii JS	Institute of Biotechnology, University of Helsinki	2687453247	GCA_900016155.1	LN997841	2675045	2396	
2660238451	Bacteria	Finished	Corynebacterium pseudotuberculosis Genome sequencing	Corynebacterium pseudotuberculosis MB11	Federal University of Para	2660238451	GCA_001579825.1	CP013260	2363423	2291	
2511231063	Bacteria	Finished	Propionibacterium sequencing project -BAYGEN, Hungary	Cutibacterium acnes TypeIA2 P.acn33	BAYGEN	2511231063	GCA_000240015.1	CP003195	2489623	2287	
2816332264	Bacteria	Finished	Propionibacterium avidum DPC 6544 Genome sequencing	Cutibacterium avidum DPC 6544	University College Cork	2816332264	GCA_001714705.1	CP016954	2729848	2530	
2773857984	Bacteria	Permanent Draft	Corynebacterium amycolatum ICIS 53 Genome sequencing	Corynebacterium amycolatum ICIS 53	Russian Academy of Sciences	2773857984	GCA_001722255.1	MIFV00000000	2455169	2193	
2872047240	Bacteria	Finished	Corynebacterium diphtheriae BQ11 genome sequencing	Corynebacterium diphtheriae BQ11	University of Queensland	2872047240	GCA_003194045.1	CP029644	2557381	2517	
2871369333	Bacteria	Permanent Draft	bacterium Genome sequencing	Cutibacterium acnes T14076	University of Washington	2871369333	GCA_003586225.1	PCND00000000	2546366	2477	
2511231059	Bacteria	Finished	Pan-genomics of Corynebacterium diphtheriae	Corynebacterium diphtheriae HC03	Bielefeld University	2511231059	GCA_000242775.1	CP003214	2478364	2327	
2537561673	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL005PA2	Washington University in St. Louis	2537561673	GCA_000144385.1	ADZN00000000	2472636	2631	
2859558775	Bacteria	Finished	Corynebacterium pseudotuberculosis Genome sequencing	Corynebacterium pseudotuberculosis MB295	Federal University of Para	2859558775	GCA_001969085.2	CP026501	2369254	2213	
2721755690	Bacteria	Finished	Corynebacterium pseudotuberculosis genome sequencing - Federal University of Minas Gerais	Corynebacterium pseudotuberculosis 36	Federal University of Minas Gerais	2721755690	GCA_001867065.1	CP015186	2403412	2262	
651053019	Bacteria	Finished	Corynebacterium ulcerans 809	Corynebacterium ulcerans 809	Bielefeld University	651053019	GCA_000215645.1	CP002790	2502095	2244	
2531839427	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL050PA1	Washington University in St. Louis	2531839427	GCA_000144265.1	ADZL00000000	2473877	2637	
2537561815	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL007PA1	Washington University in St. Louis	2537561815	GCA_000145175.1	ADYJ00000000	2530133	2689	
2872062798	Bacteria	Finished	Corynebacterium pseudotuberculosis Genome sequencing	Corynebacterium pseudotuberculosis MB20	Federal University of Para	2872062798	GCA_000764045.2	CP016829	2370901	2364	
649633084	Bacteria	Finished	Propionibacterium freudenreichii shermanii CIRM-BIA1	Propionibacterium freudenreichii shermanii CIRM-BIA1	CEA Genoscope	649633084	GCA_000091725.1	FN806773	2616384	2410	
2671180088	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Nocardioides szechwanensis CGMCC 1.11147	DOE Joint Genome Institute (JGI)	2671180088	GCA_900103935.1	FNIC00000000	4224028	4166	
2850511929	Bacteria	Finished	Genome sequencing of Propionibacterium freudenreichii	Propionibacterium freudenreichii ERS1364189	Institute of Biotechnology, Helsinki University	2850511929	GCA_900097215.1	LT618781, LT618782	5318543	4855	
2636415853	Bacteria	Finished	Genome sequence of Corynebacterium ulcerans strain 131002	Corynebacterium ulcerans 131002	Federal University of Minas Gerais	2636415853	GCA_000968945.1	CP011095	2434569	2231	
2667527512	Bacteria	Finished	Corynebacterium pseudotuberculosis Genome sequencing	Corynebacterium pseudotuberculosis MB30	Federal University of Para	2667527512	GCA_001579885.1	CP013262	2364377	2247	
2850506963	Bacteria	Finished	Genome sequencing of Propionibacterium freudenreichii	Propionibacterium freudenreichii ERS1366605	Institute of Biotechnology, Helsinki University	2850506963	GCA_900097255.1	LT618793, LT618794	2673421	2492	
2511231075	Bacteria	Finished	Pan-genomics of Corynebacterium diphtheriae	Corynebacterium diphtheriae 31A	Bielefeld University	2511231075	GCA_000241875.1	CP003206	2535346	2447	
2531839451	Bacteria	Permanent Draft	Propionibacterium sequencing project -BAYGEN, Hungary	Cutibacterium acnes FZ1/2/0	BAYGEN	2531839451	GCA_000342585.1	AOGR00000000	2477530	2337	
2639762940	Bacteria	Permanent Draft	Corynebacterium diphtheriae bv. gravis ISS 4746	Corynebacterium diphtheriae bv. gravis ISS 4746	Northumbria University, University of Strathclyde	2639762940	GCA_001026845.1	JAQP00000000	2379713	2313	
2636415533	Bacteria	Permanent Draft	Kwashiorkor gut microbiota	Nigerium massiliense SIT7	Aix-Marseille University	2636415533	GCA_000826085.1	CCYM00000000	2934258	2766	
2571042378	Bacteria	Permanent Draft	Propionibacterium sequencing project - Aarhus University	Cutibacterium acnes PA2	Aarhus University	2571042378	GCA_000496895.1	APCV00000000	2526264	2438	
2687453746	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Austwickia chelonae DSM 44178	DOE Joint Genome Institute (JGI)	2687453746	GCA_900111385.1	FOJD00000000	3544343	3124	
2848918223	Bacteria	Finished	Whole genome sequencing of the P. UF1 bacteirum, isolated from human breast milk fed baby feces.	Propionibacterium freudenreichii P.UF1	University of Florida	2848918223	GCA_002117425.1	CP018002	2630908	2425	
2731957689	Bacteria	Permanent Draft	Arachnia propionica NBRC 14587	Arachnia propionica NBRC 14587	National Institute of Technology and Evaluation	2731957689	GCA_001592325.1	BCWS00000000	3381910	3061	
