"","IMG_genome_ID","genome_name","met_mutase","met_epimerase","12S_carboxyltransferase","5S_carboxyltransferase","1_3S_carboxyltransferase","met_carboxyltransferase_complex","succ_transferase","n_genes_present","carboxyltransferase_any"
"10180","2660238359","Mycobacteroides abscessus PAP028",1,1,0,0,0,0,0,2,0
"10181","2660238361","Bacillus cereus JRS4",1,0,0,0,0,0,0,1,0
"10182","2660238371","Campylobacter coli RC285",1,0,0,0,0,0,0,1,0
"10183","2660238374","Bacillus subtilis B4146",1,0,0,0,0,0,0,1,0
"10184","2660238378","Mycobacteroides abscessus PAP016",1,1,0,0,0,0,0,2,0
"10185","2660238379","Campylobacter coli RC038",1,0,0,0,0,0,0,1,0
"10186","2660238380","Parabacteroides distasonis 2b7A",1,1,0,0,0,0,0,2,0
"10187","2660238388","Mycobacteroides abscessus PAP143",1,1,0,0,0,0,0,2,0
"10188","2660238394","Campylobacter coli CVM N44406F",1,0,0,0,0,0,0,1,0
"10189","2660238399","Mycobacterium tuberculosis A70144_1",1,1,0,0,0,0,0,2,0
"10190","2660238400","Cutibacterium acnes PA_12_1_R1",1,1,1,1,1,1,0,6,1
"10191","2660238417","Mycobacteroides abscessus PAP042",1,1,0,0,0,0,0,2,0
"10192","2660238418","Campylobacter coli RC415",1,0,0,0,0,0,0,1,0
"10193","2660238422","Mycobacteroides abscessus PAP140",1,1,0,0,0,0,0,2,0
"10194","2660238424","Bacillus anthracis A1075",1,0,0,0,0,0,0,1,0
"10195","2660238425","Mycobacteroides abscessus PAP150",1,1,0,0,0,0,0,2,0
"10196","2660238428","Mycobacteroides abscessus PAP071",1,1,0,0,0,0,0,2,0
"10197","2660238433","Xanthomonas translucens LG54",1,0,0,0,0,0,0,1,0
"10198","2660238443","Burkholderia cepacia JBK9",1,0,0,0,0,0,0,1,0
"10199","2660238451","Corynebacterium pseudotuberculosis MB11",1,1,1,1,1,1,0,6,1
"10200","2660238464","Campylobacter coli RC043",1,0,0,0,0,0,0,1,0
"10201","2660238483","Mycobacterium lehmannii IS-1744",1,1,0,0,0,0,0,2,0
"10202","2660238484","Mycobacteroides abscessus PAP093",1,1,0,0,0,0,0,2,0
"10203","2660238489","Roseivivax marinus 22II-s10s",1,1,0,0,0,0,0,2,0
"10204","2660238503","Campylobacter jejuni RC270",1,0,0,0,0,0,0,1,0
"10205","2660238517","Bacillus anthracis K1129",1,0,0,0,0,0,0,1,0
"10206","2660238538","Bacillus subtilis B4069",1,0,0,0,0,0,0,1,0
"10207","2660238556","Campylobacter coli CVM N45963",1,0,0,0,0,0,0,1,0
"10208","2660238558","Mycobacteroides abscessus PAP008",1,1,0,0,0,0,0,2,0
"10209","2660238567","Mycobacteroides abscessus PAP058",1,1,0,0,0,0,0,2,0
"10210","2660238571","Mycobacterium tuberculosis 201035",1,1,0,0,0,0,0,2,0
"10211","2660238574","Mycobacterium tuberculosis A70011_1",1,1,0,0,0,0,0,2,0
"10212","2660238577","Mycobacterium tuberculosis 402138",1,1,0,0,0,0,0,2,0
"10213","2660238578","Mycobacterium tuberculosis 400285",1,1,0,0,0,0,0,2,0
"10214","2660238581","Mycobacteroides abscessus PAP_CF_031k",1,1,0,0,0,0,0,2,0
"10215","2660238582","Bacillus amyloliquefaciens JRS8",1,0,0,0,0,0,0,1,0
"10216","2660238585","Paeniclostridium sordellii W2946",1,1,0,0,0,0,0,2,0
"10217","2660238625","Paeniclostridium sordellii SSCC33587",1,1,0,0,0,0,0,2,0
"10218","2660238633","Paeniclostridium sordellii W3026",1,1,0,0,0,0,0,2,0
"10219","2660238640","Sinorhizobium fredii CCBAU 83622",1,1,0,0,0,0,0,2,0
"10220","2660238650","Mesotoga infera PhosAc3",1,1,0,0,0,0,0,2,0
"10221","2660238657","Clostridium botulinum 47295-DC",1,0,0,0,0,0,0,1,0
"10222","2660238671","Mycobacterium tuberculosis TBR-175",1,1,0,0,0,0,0,2,0
"10223","2660238672","Mycobacterium tuberculosis 301347",1,1,0,0,0,0,0,2,0
"10224","2660238677","Mycobacteroides abscessus PAP084",1,1,0,0,0,0,0,2,0
"10225","2660238680","Bradyrhizobium japonicum CCBAU 83623",1,1,0,0,0,0,0,2,0
"10226","2660238695","Mycobacteroides abscessus PAP079",1,1,0,0,0,0,0,2,0
"10227","2660238696","Mycobacteroides abscessus PAP073",1,1,0,0,0,0,0,2,0
"10228","2660238700","Mycobacterium tuberculosis 1500524",1,1,0,0,0,0,0,2,0
"10229","2660238705","Mycobacteroides abscessus PAP038",1,1,0,0,0,0,0,2,0
"10230","2660238717","Paeniclostridium sordellii E204",1,1,0,0,0,0,0,2,0
"10231","2660238718","Streptomyces kanamyceticus NRRL B-2535",1,1,0,0,0,0,0,2,0
"10232","2660238799","Uncultured Rhodospirillales bacterium JGI SC39-K17 (unscreened)",1,0,0,0,0,0,0,1,0
"10233","2660238800","Uncultured Rhodospirillales bacterium JGI SC39-K17 (contamination screened)",1,0,0,0,0,0,0,1,0
"10234","2663762612","Mycobacterium tuberculosis A70428",1,1,0,0,0,0,0,2,0
"10235","2663762614","Bacillus subtilis B4071",1,0,0,0,0,0,0,1,0
"10236","2663762619","Mycobacteroides abscessus PAP030",1,1,0,0,0,0,0,2,0
"10237","2663762634","Campylobacter coli CVM N39671",1,0,0,0,0,0,0,1,0
"10238","2663762637","Mycobacteroides abscessus PAP029",1,1,0,0,0,0,0,2,0
"10239","2663762640","Paeniclostridium sordellii JGS6956",1,1,0,0,0,0,0,2,0
"10240","2663762716","Albidovulum xiamenense CGMCC 1.10789",1,1,0,0,0,0,0,2,0
"10241","2663762717","Nocardioides alpinus CGMCC 1.10697",1,1,0,0,0,0,0,2,0
"10242","2663762718","Lutimaribacter pacificus CGMCC 1.10970",1,1,0,0,0,0,0,2,0
"10243","2663762719","Sunxiuqinia elliptica CGMCC 1.9156",1,1,0,0,0,0,0,2,0
"10244","2663762721","Lentzea flaviverrucosa CGMCC 4.578",1,1,0,0,0,0,0,2,0
"10245","2663762722","Streptomyces prasinopilosus CGMCC 4.3504",1,1,0,0,0,0,0,2,0
"10246","2663762742","Chryseobacterium taihuense CGMCC 1.10941",1,1,0,0,0,0,0,2,0
"10247","2663762743","Pseudooceanicola nitratireducens CGMCC 1.7292",1,1,0,0,0,0,0,2,0
"10248","2663762744","Arthrobacter cupressi CGMCC 1.10783",1,0,0,0,0,0,0,1,0
"10249","2663762746","Mameliella alba CGMCC 1.7290",1,1,0,0,0,0,0,2,0
"10250","2663762748","Nitratireductor indicus CGMCC 1.10953",1,1,0,0,0,0,0,2,0
"10251","2663762749","Oceanicella actignis CGMCC 1.10808",1,1,0,0,0,0,0,2,0
"10252","2663762750","Verrucosispora sediminis CGMCC 4.3550",1,1,0,0,0,0,0,2,0
"10253","2663762751","Glycomyces harbinensis CGMCC 4.3516",1,1,0,0,0,0,0,2,0
"10254","2663762752","Pustulibacterium marinum CGMCC 1.12333",1,1,0,0,0,0,0,2,0
"10255","2663762755","Streptomyces radiopugnans CGMCC 4.3519",1,1,0,0,0,0,0,2,0
"10256","2663762756","Thioclava dalianensis CGMCC 1.12325",1,1,0,0,0,0,0,2,0
"10257","2663762758","Lechevalieria fradiae CGMCC 4.3506",1,1,0,0,0,0,0,2,0
"10258","2663762759","Nocardioides psychrotolerans CGMCC 1.11156",1,1,1,1,0,1,0,5,1
"10259","2663762760","Flavobacterium xinjiangense CGMCC 1.2749",1,1,0,0,0,0,0,2,0
"10260","2663762771","Pseudomonas soli LMG 27941",1,0,0,0,0,0,0,1,0
"10261","2663762772","Pseudomonas simiae DSM 18861",1,0,0,0,0,0,0,1,0
"10262","2663762776","Pseudomonas linyingensis LMG 25967",1,0,0,0,0,0,0,1,0
"10263","2663762790","Caldicellulosiruptor bescii MACB1020",1,0,0,0,0,0,0,1,0
"10264","2663762791","Caldicellulosiruptor bescii MACB_DSM 6725",1,0,0,0,0,0,0,1,0
"10265","2663762792","Caldicellulosiruptor bescii MACB1017",1,0,0,0,0,0,0,1,0
"10266","2663762793","Pseudomonas citronellolis LMG 18378",1,0,0,0,0,0,0,1,0
"10267","2663762795","Pseudomonas asturiensis sp. nov LMG 26898",1,0,0,0,0,0,0,1,0
"10268","2663762829","Xanthomonas translucens CS22",1,0,0,0,0,0,0,1,0
"10269","2663762845","Campylobacter jejuni RC186_S23",1,0,0,0,0,0,0,1,0
"10270","2663762874","Campylobacter coli RC289",1,0,0,0,0,0,0,1,0
"10271","2663762914","Mycobacteroides abscessus PAP119",1,1,0,0,0,0,0,2,0
"10272","2663762940","Mycobacteroides abscessus PAP144",1,1,0,0,0,0,0,2,0
"10273","2663762942","Mycobacterium tuberculosis 402568",1,1,0,0,0,0,0,2,0
"10274","2663762943","Streptomyces neyagawaensis NRRL B-3092",1,1,0,0,0,0,0,2,0
"10275","2663762949","Mycobacteroides abscessus PAP_CF_024g",1,1,0,0,0,0,0,2,0
"10276","2663762957","Campylobacter jejuni RC517",1,0,0,0,0,0,0,1,0
"10277","2663762964","Mycobacteroides abscessus PAP137",1,1,0,0,0,0,0,2,0
"10278","2663762967","Paeniclostridium sordellii SSCC18392",1,1,0,0,0,0,0,2,0
"10279","2663762987","Mycobacteroides abscessus PAP065",1,1,0,0,0,0,0,2,0
"10280","2663762993","Mycobacteroides abscessus PAP129",1,1,0,0,0,0,0,2,0
"10281","2663763019","Aureimonas altamirensis DSM 21988",1,1,0,0,0,0,0,2,0
"10282","2663763025","Pseudomonas lini DSM 16768",1,0,0,0,0,0,0,1,0
"10283","2663763026","Mycobacterium tuberculosis 401539",1,1,0,0,0,0,0,2,0
"10284","2663763031","Bacillus subtilis B4068",1,0,0,0,0,0,0,1,0
"10285","2663763036","Yersinia pekkanenii CIP110230",1,0,0,0,0,0,0,1,0
"10286","2663763041","Campylobacter coli RC013",1,0,0,0,0,0,0,1,0
"10287","2663763042","Lutibacter profundi LP1",1,1,0,0,0,0,0,2,0
"10288","2663763043","Mycobacteroides abscessus PAP067",1,1,0,0,0,0,0,2,0
"10289","2663763045","Hoeflea phototrophica DFL-43",1,1,0,0,0,0,0,2,0
"10290","2663763047","Sinorhizobium fredii CCBAU 25509",1,1,0,0,0,0,0,2,0
"10291","2663763055","Mycobacteroides abscessus PAP097",1,1,0,0,0,0,0,2,0
"10292","2663763059","Mycobacterium tuberculosis 400968",1,1,0,0,0,0,0,2,0
"10293","2663763063","Cutibacterium acnes PA_21_1_L1",1,1,1,1,1,1,0,6,1
"10294","2663763076","Rhodobacter capsulatus YW2",1,1,0,0,0,0,0,2,0
"10295","2663763078","Mycobacteroides abscessus PAP155",1,1,0,0,0,0,0,2,0
"10296","2663763091","Mycobacterium tuberculosis 1500176",1,1,0,0,0,0,0,2,0
"10297","2663763105","Mycobacterium tuberculosis A70280",1,1,0,0,0,0,0,2,0
"10298","2663763107","Mycobacteroides abscessus PAP074",1,1,0,0,0,0,0,2,0
"10299","2663763115","Mycobacterium tuberculosis A70501",1,1,0,0,0,0,0,2,0
"10300","2663763116","Mycobacterium tuberculosis 400491",1,1,0,0,0,0,0,2,0
"10301","2663763118","Campylobacter jejuni NCTC11351",1,0,0,0,0,0,0,1,0
"10302","2663763134","Bradyrhizobium elkanii CCBAU 05737",1,1,0,0,0,0,0,2,0
"10303","2663763135","Mycobacteroides abscessus PAP001",1,1,0,0,0,0,0,2,0
"10304","2663763140","Mycobacterium tuberculosis 201314",1,1,0,0,0,0,0,2,0
"10305","2663763148","Mycobacteroides abscessus PAP126",1,1,0,0,0,0,0,2,0
"10306","2663763149","Aureimonas sp. AU22",1,1,0,0,0,0,0,2,0
"10307","2663763157","Bacillus anthracis K4834",1,0,0,0,0,0,0,1,0
"10308","2663763163","Mycobacterium tuberculosis 402495",1,1,0,0,0,0,0,2,0
"10309","2663763167","Chlamydia trachomatis HPA1",1,0,0,0,0,0,0,1,0
"10310","2663763168","Mycobacterium tuberculosis 300260",1,1,0,0,0,0,0,2,0
"10311","2663763172","Mycobacteroides abscessus PAP153",1,1,0,0,0,0,0,2,0
"10312","2663763176","Mycobacteroides abscessus PAP014",1,1,0,0,0,0,0,2,0
"10313","2663763180","Campylobacter coli CVM N49369F",1,0,0,0,0,0,0,1,0
"10314","2663763198","Bacillus anthracis BANT014",1,0,0,0,0,0,0,1,0
"10315","2663763204","Mycobacteroides abscessus PAP013",1,1,0,0,0,0,0,2,0
"10316","2663763207","Ruegeria sp. ANG-S4",1,1,0,0,0,0,0,2,0
"10317","2663763210","Mycobacteroides abscessus PAP163",1,1,0,0,0,0,0,2,0
"10318","2663763214","Paeniclostridium sordellii W3025",1,1,0,0,0,0,0,2,0
"10319","2663763216","Campylobacter coli RC126",1,0,0,0,0,0,0,1,0
"10320","2663763223","Mycobacterium sp. IS-3022",1,1,0,0,0,0,0,2,0
"10321","2663763228","Xanthomonas translucens LG48",1,0,0,0,0,0,0,1,0
"10322","2663763230","Mycobacteroides abscessus PAP003",1,1,0,0,0,0,0,2,0
"10323","2663763233","Xanthomonas translucens LB5",1,0,0,0,0,0,0,1,0
"10324","2663763234","Brucella abortus 3272",1,1,0,0,0,0,0,2,0
"10325","2663763237","Mycobacterium tuberculosis 401212",1,1,0,0,0,0,0,2,0
"10326","2663763239","Mycobacterium tuberculosis 300798",1,1,0,0,0,0,0,2,0
"10327","2663763244","Mycobacterium tuberculosis A70645",1,1,0,0,0,0,0,2,0
"10328","2663763255","Mycobacterium tuberculosis 201113",1,1,0,0,0,0,0,2,0
"10329","2663763263","Mycobacterium tuberculosis A70490",1,1,0,0,0,0,0,2,0
"10330","2663763266","Bacillus sp. AM 13(2015)",1,0,0,0,0,0,0,1,0
"10331","2663763270","Nocardia farcinica NCTC11134",1,1,0,0,0,0,0,2,0
"10332","2663763303","Pseudomonas sp. NBRC 111142",1,0,0,0,0,0,0,1,0
"10333","2663763313","Campylobacter coli RC037_S7",1,0,0,0,0,0,0,1,0
"10334","2663763319","Mycobacteroides abscessus PAP166",1,1,0,0,0,0,0,2,0
"10335","2663763320","Brucella abortus 12183",1,1,0,0,0,0,0,2,0
"10336","2663763323","Mycobacteroides abscessus PAP078",1,1,0,0,0,0,0,2,0
"10337","2663763332","Streptomyces thermoautotrophicus H1",1,1,0,0,0,0,0,2,0
"10338","2663763334","Mycolicibacterium acapulense GA-1331",1,1,0,0,0,0,0,2,0
"10339","2663763337","Campylobacter coli RC284",1,0,0,0,0,0,0,1,0
"10340","2663763340","Campylobacter jejuni RC429",1,0,0,0,0,0,0,1,0
"10341","2663763344","Vibrio alginolyticus RM-24-2",1,0,0,0,0,0,0,1,0
"10342","2663763345","Aureimonas sp. AU12",1,1,0,0,0,0,0,2,0
"10343","2663763346","Campylobacter coli RC105",1,0,0,0,0,0,0,1,0
"10344","2663763348","Mycobacteroides abscessus PAP107",1,1,0,0,0,0,0,2,0
"10345","2663763349","Mycobacterium tuberculosis 1300039",1,1,0,0,0,0,0,2,0
"10346","2663763351","Mycobacteroides abscessus PAP112",1,1,0,0,0,0,0,2,0
"10347","2663763375","Mycobacteroides abscessus PAP041",1,1,0,0,0,0,0,2,0
"10348","2663763396","Paeniclostridium sordellii SSCC26591",1,1,0,0,0,0,0,2,0
"10349","2663763421","Mycobacteroides abscessus PAP017",1,1,0,0,0,0,0,2,0
"10350","2663763423","Sulfitobacter pontiacus 3SOLIMAR09",1,1,0,0,0,0,0,2,0
"10351","2663763439","Mycobacterium tuberculosis MTBR1/09",1,1,0,0,0,0,0,2,0
"10352","2663763443","Bacillus cereus JRS1",1,0,0,0,0,0,0,1,0
"10353","2663763445","Mycobacteroides abscessus PAP004",1,1,0,0,0,0,0,2,0
"10354","2663763447","Mycobacteroides abscessus PAP095",1,1,0,0,0,0,0,2,0
"10355","2663763450","Mycobacterium tuberculosis 1700089",1,1,0,0,0,0,0,2,0
"10356","2663763453","Mycobacterium tuberculosis TBR-103",1,1,0,0,0,0,0,2,0
"10357","2663763460","Campylobacter jejuni RC507",1,0,0,0,0,0,0,1,0
"10358","2663763462","Mycobacteroides abscessus PAP024",1,1,0,0,0,0,0,2,0
"10359","2663763463","Streptomyces albus NRRL B-1335",1,1,0,0,0,0,0,2,0
"10360","2663763474","Mycobacteroides abscessus PAP009",1,1,0,0,0,0,0,2,0
"10361","2663763488","Mycobacteroides abscessus PAP_CF_031s",1,1,0,0,0,0,0,2,0
"10362","2663763489","Xanthomonas translucens XT8",1,0,0,0,0,0,0,1,0
"10363","2663763491","Paeniclostridium sordellii W2948",1,1,0,0,0,0,0,2,0
"10364","2663763494","Mycobacteroides abscessus PAP111",1,1,0,0,0,0,0,2,0
"10365","2663763508","Paeniclostridium sordellii R27882",1,1,0,0,0,0,0,2,0
"10366","2663763509","Campylobacter coli CVM N46596F",1,0,0,0,0,0,0,1,0
"10367","2663763516","Paeniclostridium sordellii R30684",1,1,0,0,0,0,0,2,0
"10368","2663763543","Mycobacteroides abscessus PAP_CF_033p",1,1,0,0,0,0,0,2,0
"10369","2663763576","Gammaproteobacteria bacterium SCGC AC-337_P08v2 (contamination screened)",1,1,0,0,0,0,0,2,0
"10370","2663763577","Gammaproteobacteria bacterium SCGC AC-337_P08v2 (unscreened)",1,1,0,0,0,0,0,2,0
"10371","2663763578","Gammaproteobacteria bacterium SCGC AC-337_M13v2 (contamination screened)",1,1,0,0,0,0,0,2,0
"10372","2663763579","Gammaproteobacteria bacterium SCGC AC-337_M13v2 (unscreened)",1,1,0,0,0,0,0,2,0
"10373","2663763583","Bacteroidetes bacI-A JGI MCM14ME196 (unscreened)",1,1,0,0,0,0,0,2,0
"10374","2663763586","Bacteroidetes bacI-A JGI MCM14ME134 (unscreened)",1,0,0,0,0,0,0,1,0
"10375","2663763588","Bacteroidetes bacVI JGI MCM14ME016 (contamination screened)",1,0,0,0,0,0,0,1,0
"10376","2663763589","Bacteroidetes bacVI JGI MCM14ME016 (unscreened)",1,0,0,0,0,0,0,1,0
"10377","2663763593","Bacteroidetes bacI-A JGI MCM14ME168 (unscreened)",1,0,0,0,0,0,0,1,0
"10378","2663763604","Pseudomonas guariconensis LMG 27394",1,0,0,0,0,0,0,1,0
"10379","2663763605","Pseudomonas salomonii LMG 22120",1,0,0,0,0,0,0,1,0
"10380","2667527203","Candidatus Eremiobacteraeota bacterium bin22",1,1,0,0,0,0,0,2,0
"10381","2667527204","Candidatus Eremiobacteraeota bacterium bin23",1,1,0,0,0,0,0,2,0
"10382","2667527205","Bacillus aryabhattai SOS1",1,1,0,0,0,0,0,2,0
"10383","2667527206","Caldicellulosiruptor bescii MACB1021",1,0,0,0,0,0,0,1,0
"10384","2667527207","Caldicellulosiruptor bescii MACB1019",1,0,0,0,0,0,0,1,0
"10385","2667527208","Caldicellulosiruptor bescii MACB1018",1,0,0,0,0,0,0,1,0
"10386","2667527224","Pseudomonas mohnii DSM 18327",1,0,0,0,0,0,0,1,0
"10387","2667527226","Flavobacteriaceae bacterium Mar_2010_188",1,1,0,0,0,0,0,2,0
"10388","2667527228","Pseudomonas vancouverensis LMG 20222",1,0,0,0,0,0,0,1,0
"10389","2667527234","Nonlabens sp. Hel1_33_55",1,1,0,0,0,0,0,2,0
"10390","2667527236","Maribacter dokdonensis MAR_2009_71",1,1,0,0,0,0,0,2,0
"10391","2667527237","Muricauda zhangzhouensis CGMCC 1.11028",1,1,0,0,0,0,0,2,0
"10392","2667527259","Prochlorococcus sp. AG-402-I05 (Screened)",1,0,0,0,0,0,0,1,0
"10393","2667527359","Prochlorococcus sp. AG-363-A16 (Screened)",1,0,0,0,0,0,0,1,0
"10394","2667527377","Tistlia consotensis USBA 355",1,1,0,0,0,0,0,2,0
"10395","2667527381","Oligoflexus tunisiensis Shr3",1,1,0,0,0,0,0,2,0
"10396","2667527390","Fabibacter pacificus CGMCC 1.12402",1,1,0,0,0,0,0,2,0
"10397","2667527393","Lishizhenia tianjinensis CGMCC 1.7005",1,1,0,0,0,0,0,2,0
"10398","2667527396","Dongia mobilis CGMCC 1.7660",1,1,0,0,0,0,0,2,0
"10399","2667527403","Streptomyces alni CGMCC 4.3510",1,1,0,0,0,0,0,2,0
"10400","2667527404","Pseudonocardia oroxyli CGMCC 4.3143",1,1,0,0,0,0,0,2,0
"10401","2667527405","Amycolatopsis marina CGMCC 4.3568",1,1,0,0,0,0,0,2,0
"10402","2667527406","Albimonas pacifica CGMCC 1.11030",1,1,0,0,0,0,0,2,0
"10403","2667527409","Paenibacillus jilunlii CGMCC 1.10239",1,0,0,0,0,0,0,1,0
"10404","2667527411","Sedimentitalea nanhaiensis CGMCC 1.10959",1,1,0,0,0,0,0,2,0
"10405","2667527412","Streptosporangium canum CGMCC 4.2126",1,1,0,0,0,0,0,2,0
"10406","2667527432","Pseudomonas cannabina CFBP 2341",1,0,0,0,0,0,0,1,0
"10407","2667527435","Polaribacter sp. KT25b",1,1,0,0,0,0,0,2,0
"10408","2667527436","Pseudorhodobacter antarcticus CGMCC 1.10836",1,1,0,0,0,0,0,2,0
"10409","2667527437","Flavobacterium phragmitis CGMCC 1.10370",1,1,0,0,0,0,0,2,0
"10410","2667527438","Saccharopolyspora kobensis CGMCC 4.3529",1,1,0,0,0,0,0,2,0
"10411","2667527439","Streptomyces guanduensis CGMCC 4.2022",1,1,0,0,0,0,0,2,0
"10412","2667527441","Streptomyces yanglinensis CGMCC 4.2023",1,1,0,0,0,0,0,2,0
"10413","2667527442","Streptomyces jietaisiensis CGMCC 4.1859",1,1,0,0,0,0,0,2,0
"10414","2667527444","Lechevalieria xinjiangensis CGMCC 4.3525",1,1,0,0,0,0,0,2,0
"10415","2667527447","Aequorivita viscosa CGMCC 1.11023",1,1,0,0,0,0,0,2,0
"10416","2667527448","Streptomyces paucisporeus CGMCC 4.2025",1,1,0,0,0,0,0,2,0
"10417","2667527449","Paenibacillus taihuensis CGMCC 1.10966",1,0,0,0,0,0,0,1,0
"10418","2667527450","Streptomyces yunnanensis CGMCC 4.3555",1,1,0,0,0,0,0,2,0
"10419","2667527451","Paenibacillus typhae CGMCC 1.11012",1,0,0,0,0,0,0,1,0
"10420","2667527456","Oleispira antarctica RB-8",1,1,0,0,0,0,0,2,0
"10421","2667527483","Brevundimonas sp. DS20",1,1,0,0,0,0,0,2,0
"10422","2667527484","Pseudomonas fluorescens NCIMB 11764",1,1,0,0,0,0,0,2,0
"10423","2667527493","Bacillus subtilis subtilis PS832",1,0,0,0,0,0,0,1,0
"10424","2667527509","Campylobacter jejuni jejuni RM3196",1,0,0,0,0,0,0,1,0
"10425","2667527512","Corynebacterium pseudotuberculosis MB30",1,1,1,1,1,1,0,6,1
"10426","2667527533","Campylobacter jejuni jejuni RM3197",1,0,0,0,0,0,0,1,0
"10427","2667527537","Bacillus anthracis A1144",1,0,0,0,0,0,0,1,0
"10428","2667527539","Cutibacterium acnes PA_30_2_L1",1,1,1,1,1,1,0,6,1
"10429","2667527547","Algoriphagus sanaruensis M8-2",1,1,0,0,0,0,0,2,0
"10430","2667527550","Intestinimonas butyriciproducens AF211",1,1,0,0,0,0,0,2,0
"10431","2667527571","Rhodovulum sulfidophilum DSM 1374",1,1,0,0,0,0,0,2,0
"10432","2667527572","Corynebacterium pseudotuberculosis MB14",1,1,1,1,1,1,0,6,1
"10433","2667527573","Bacillus subtilis B4073",1,0,0,0,0,0,0,1,0
"10434","2667527583","Paeniclostridium sordellii UMC164",1,1,0,0,0,0,0,2,0
"10435","2667527589","Mycobacterium tuberculosis 200253",1,1,0,0,0,0,0,2,0
"10436","2667527596","Clostridium botulinum Cbot-CD_58272",1,0,0,0,0,0,0,1,0
"10437","2667527599","Campylobacter coli RC291",1,0,0,0,0,0,0,1,0
"10438","2667527603","Paeniclostridium sordellii SSCC33589",1,1,0,0,0,0,0,2,0
"10439","2667527605","Mycobacterium tuberculosis 401787",1,1,0,0,0,0,0,2,0
"10440","2667527614","Mycobacterium tuberculosis A70555",1,1,0,0,0,0,0,2,0
"10441","2667527622","Mycobacteroides abscessus PAP120",1,1,0,0,0,0,0,2,0
"10442","2667527631","Mycobacterium tuberculosis 300659",1,1,0,0,0,0,0,2,0
"10443","2667527635","Paeniclostridium sordellii SSCC35109",1,1,0,0,0,0,0,2,0
"10444","2667527639","Mycobacteroides abscessus PAP133",1,1,0,0,0,0,0,2,0
"10445","2667527647","Mycobacterium tuberculosis A70596",1,1,0,0,0,0,0,2,0
"10446","2667527653","Leisingera sp. ANG-M6",1,1,0,0,0,0,0,2,0
"10447","2667527654","Campylobacter coli CVM N44505F",1,0,0,0,0,0,0,1,0
"10448","2667527661","Mycobacteroides abscessus PAP026",1,1,0,0,0,0,0,2,0
"10449","2667527664","Paeniclostridium sordellii SSCC42239",1,1,0,0,0,0,0,2,0
"10450","2667527668","Propionibacterium freudenreichii CIRM-BIA 516",1,1,1,1,1,1,0,6,1
"10451","2667527679","Mycobacterium tuberculosis 301310",1,1,0,0,0,0,0,2,0
"10452","2667527690","Mycobacterium tuberculosis 400541",1,1,0,0,0,0,0,2,0
"10453","2667527691","Mycobacterium sp. IS-1556",1,1,0,0,0,0,0,2,0
"10454","2667527694","Bacillus amyloliquefaciens JRS5",1,0,0,0,0,0,0,1,0
"10455","2667527697","Paeniclostridium sordellii JGS445",1,1,0,0,0,0,0,2,0
"10456","2667527709","Thermoactinomyces sp. AS95",1,1,0,0,0,0,0,2,0
"10457","2667527720","Mycobacteroides abscessus PAP094",1,1,0,0,0,0,0,2,0
"10458","2667527732","Mycobacterium tuberculosis 300191",1,1,0,0,0,0,0,2,0
"10459","2667527735","Bacillus pumilus JRS3",1,0,0,0,0,0,0,1,0
"10460","2667527741","Campylobacter coli CVM N46573F",1,0,0,0,0,0,0,1,0
"10461","2667527744","Paeniclostridium sordellii W2945",1,1,0,0,0,0,0,2,0
"10462","2667527748","Mycobacteroides abscessus PAP101",1,1,0,0,0,0,0,2,0
"10463","2667527751","Bacteroides stercoris CL09T03C01",1,1,0,0,0,0,1,3,0
"10464","2667527762","Bacillus anthracis K2129",1,0,0,0,0,0,0,1,0
"10465","2667527763","Mycobacteroides abscessus PAP099",1,1,0,0,0,0,0,2,0
"10466","2667527767","Campylobacter jejuni 2",1,0,0,0,0,0,0,1,0
"10467","2667527788","Mycobacteroides abscessus PAP036",1,1,0,0,0,0,0,2,0
"10468","2667527793","Campylobacter coli RC106",1,0,0,0,0,0,0,1,0
"10469","2667527802","Bradyrhizobium sp. CCBAU 43298",1,1,0,0,0,0,0,2,0
"10470","2667527809","Mycobacteroides abscessus PAP080",1,1,0,0,0,0,0,2,0
"10471","2667527814","Campylobacter coli CVM N51987",1,0,0,0,0,0,0,1,0
"10472","2667527815","Campylobacter coli CVM N26070",1,0,0,0,0,0,0,1,0
"10473","2667527823","Campylobacter coli CVM N51201F",1,0,0,0,0,0,0,1,0
"10474","2667527824","Mycobacterium tuberculosis 1301088",1,1,0,0,0,0,0,2,0
"10475","2667527835","Campylobacter coli CVM N44396F",1,0,0,0,0,0,0,1,0
"10476","2667527840","Bradyrhizobium sp. CCBAU 15615",1,1,0,0,0,0,0,2,0
"10477","2667527842","Brucella abortus 5586",1,1,0,0,0,0,0,2,0
"10478","2667527846","Mycobacterium tuberculosis A70480",1,1,0,0,0,0,0,2,0
"10479","2667527851","Mycobacteroides abscessus PAP135",1,1,0,0,0,0,0,2,0
"10480","2667527856","Bacteroides thetaiotaomicron 2e6A",1,1,0,0,0,0,1,3,0
"10481","2667527863","Tsukamurella sunchonensis JCM 13375",1,1,0,0,0,0,0,2,0
"10482","2667527873","Bacillus anthracis K8215",1,0,0,0,0,0,0,1,0
"10483","2667527874","Mycobacterium sp. IS-1496",1,1,0,0,0,0,0,2,0
"10484","2667527876","Mycobacteroides abscessus PAP088",1,1,0,0,0,0,0,2,0
"10485","2667527880","Mycobacterium tuberculosis A70136_8962",1,1,0,0,0,0,0,2,0
