,strain,gene,hit_score
550,Blautia-wexlerae-DSM-19850-MAF-2,lcdC,320.0
551,Blautia_coccoides,acrC,336.0
552,Blautia_coccoides,lcdA,28.3
553,Blautia_coccoides,lcdB,82.1
554,Blautia_coccoides,lcdC,279.1
555,Blautia_coccoides,pct,26.5
556,Blautia_faecis,lcdB,17.6
557,Blautia_faecis,lcdC,242.0
558,Blautia_glucerasea,lcdA,57.8
559,Blautia_glucerasea,lcdB,21.3
560,Blautia_glucerasea,lcdC,319.6
561,Blautia_luti,lcdA,52.1
562,Blautia_luti,lcdB,96.3
563,Blautia_luti,lcdC,319.2
564,Blautia_massiliensis,lcdA,61.7
565,Blautia_massiliensis,lcdB,20.6
566,Blautia_massiliensis,lcdC,307.5
567,Blautia_producta,acrC,340.9
568,Blautia_producta,lcdA,28.2
569,Blautia_producta,lcdB,82.1
570,Blautia_producta,lcdC,279.9
571,Blautia_producta,pct,26.5
572,Blautia_stercoris,lcdA,62.6
573,Blautia_stercoris,lcdB,19.2
574,Blautia_stercoris,lcdC,296.3
575,Blautia_stercoris,pct,25.4
576,Bordetella_hinzii,acrC,296.2
577,Bordetella_hinzii,pct,79.6
578,Brachybacterium_ginsengisoli,acrC,106.1
579,Brachybacterium_ginsengisoli,lcdC,20.0
580,Brachybacterium_paraconglomeratum,acrC,98.6
581,Brachybacterium_paraconglomeratum,lcdC,19.1
582,Brachybacterium_paraconglomeratum,pct,48.2
583,Brachymonas_chironomi,acrC,347.5
584,Brachymonas_chironomi,lcdB,12.2
585,Brachymonas_chironomi,pct,70.3
586,Brachyspira_aalborgi,acrC,356.2
587,Brachyspira_aalborgi,lcdC,291.4
588,Brachyspira_aalborgi,pct,74.6
589,Brachyspira_pilosicoli,acrC,449.0
590,Brachyspira_pilosicoli,lcdA,32.4
591,Brachyspira_pilosicoli,lcdB,116.8
592,Brachyspira_pilosicoli,lcdC,301.1
593,Brachyspira_pilosicoli,pct,653.1
594,Bradyrhizobium_denitrificans,acrC,289.5
595,Bradyrhizobium_denitrificans,lcdC,20.7
596,Bradyrhizobium_denitrificans,pct,58.7
597,Bradyrhizobium_elkanii,acrC,375.7
598,Bradyrhizobium_elkanii,lcdC,17.1
599,Bradyrhizobium_elkanii,pct,503.4
600,Bradyrhizobium_icense,acrC,281.2
601,Bradyrhizobium_icense,lcdC,15.3
602,Bradyrhizobium_icense,pct,69.6
603,Bradyrhizobium_japonicum,acrC,278.6
604,Bradyrhizobium_japonicum,lcdC,24.8
605,Bradyrhizobium_japonicum,pct,676.2
606,Bradyrhizobium_neotropicale,acrC,284.4
607,Bradyrhizobium_neotropicale,lcdC,23.1
608,Bradyrhizobium_neotropicale,pct,785.1
609,Brevibacillus_agri,acrC,401.6
610,Brevibacillus_agri,lcdC,20.5
611,Brevibacillus_agri,pct,74.5
612,Brevibacillus_borstelensis,acrC,412.2
613,Brevibacillus_borstelensis,lcdC,214.3
614,Brevibacillus_borstelensis,pct,74.3
615,Brevibacillus_brevis,acrC,401.1
616,Brevibacillus_brevis,lcdC,215.7
617,Brevibacillus_brevis,pct,72.5
618,Brevibacillus_massiliensis,acrC,419.5
619,Brevibacillus_massiliensis,lcdC,211.6
620,Brevibacillus_massiliensis,pct,75.3
621,Brevibacterium_casei,acrC,316.0
622,Brevibacterium_casei,lcdC,17.0
623,Brevibacterium_casei,pct,62.4
624,Brevibacterium_epidermidis,acrC,305.3
625,Brevibacterium_epidermidis,lcdC,14.8
626,Brevibacterium_epidermidis,pct,71.2
627,Brevibacterium_halotolerans,acrC,412.6
628,Brevibacterium_halotolerans,lcdC,26.6
629,Brevibacterium_halotolerans,pct,75.4
630,Brevibacterium_iodinum,acrC,306.3
631,Brevibacterium_iodinum,lcdC,14.9
632,Brevibacterium_iodinum,pct,71.2
633,Brevibacterium_linens,acrC,310.8
634,Brevibacterium_linens,lcdC,16.2
635,Brevibacterium_linens,pct,72.6
636,Brevibacterium_massiliense,acrC,287.7
637,Brevibacterium_massiliense,pct,70.0
638,Brevibacterium_ravenspurgense,acrC,287.7
639,Brevibacterium_ravenspurgense,pct,70.0
640,Brevibacterium_sanguinis,acrC,304.1
641,Brevibacterium_sanguinis,lcdC,13.6
642,Brevibacterium_sanguinis,pct,65.1
643,Brevibacterium_senegalense,acrC,305.5
644,Brevibacterium_senegalense,lcdC,16.0
645,Brevibacterium_senegalense,pct,66.5
646,Brevundimonas_aurantiaca,acrC,329.8
647,Brevundimonas_aurantiaca,lcdC,15.1
648,Brevundimonas_aurantiaca,pct,60.1
649,Brevundimonas_bacteroides,acrC,324.0
650,Brevundimonas_bacteroides,lcdC,15.8
651,Brevundimonas_bacteroides,pct,56.8
652,Brevundimonas_bullata,acrC,326.7
653,Brevundimonas_bullata,lcdC,17.0
654,Brevundimonas_bullata,pct,59.2
655,Brevundimonas_diminuta,acrC,327.0
656,Brevundimonas_diminuta,lcdC,16.8
657,Brevundimonas_diminuta,pct,55.5
658,Brevundimonas_terrae,acrC,333.7
659,Brevundimonas_terrae,lcdC,17.1
660,Brevundimonas_terrae,pct,55.0
661,Brevundimonas_vesicularis,acrC,333.8
662,Brevundimonas_vesicularis,lcdC,14.8
663,Brevundimonas_vesicularis,pct,59.5
664,Brochothrix_thermosphacta,lcdC,22.7
665,Bulleidia_extructa,lcdC,12.3
666,Burkholderia_arboris,acrC,350.2
667,Burkholderia_arboris,lcdC,21.8
668,Burkholderia_arboris,pct,63.9
669,Burkholderia_cepacia,acrC,352.4
670,Burkholderia_cepacia,lcdC,21.2
671,Burkholderia_cepacia,pct,60.3
672,Butyricicoccus_pullicaecorum,acrC,456.7
673,Butyricicoccus_pullicaecorum,lcdA,17.0
674,Butyricicoccus_pullicaecorum,lcdB,96.9
675,Butyricicoccus_pullicaecorum,lcdC,268.3
676,Butyricicoccus_pullicaecorum,pct,822.3
677,Butyricimonas-virosa-DSM-23226-MAF-2,acrC,427.8
678,Butyricimonas-virosa-DSM-23226-MAF-2,lcdC,17.5
679,Butyricimonas-virosa-DSM-23226-MAF-2,pct,85.8
680,Butyricimonas_faecihominis,acrC,431.5
681,Butyricimonas_faecihominis,lcdC,14.5
682,Butyricimonas_faecihominis,pct,85.3
683,Butyricimonas_paravirosa,acrC,431.1
684,Butyricimonas_paravirosa,lcdC,266.0
685,Butyricimonas_paravirosa,pct,85.3
686,Butyricimonas_synergistica,acrC,431.7
687,Butyricimonas_synergistica,lcdC,269.4
688,Butyricimonas_synergistica,pct,88.9
689,Butyrivibrio-crossotus-DSM-2876-MAF-2,acrC,399.9
690,Butyrivibrio-crossotus-DSM-2876-MAF-2,lcdC,242.5
691,Butyrivibrio_fibrisolvens,acrC,384.6
692,Butyrivibrio_fibrisolvens,lcdC,246.2
693,Caldicoprobacter_faecalis,lcdC,183.2
694,Campylobacter_coli,lcdC,22.2
695,Campylobacter_concisus,lcdC,19.9
696,Campylobacter_curvus,lcdA,26.1
697,Campylobacter_curvus,lcdB,129.8
698,Campylobacter_curvus,lcdC,286.4
699,Campylobacter_fetus,lcdC,19.5
700,Campylobacter_gracilis,lcdB,145.6
701,Campylobacter_gracilis,lcdC,268.1
702,Campylobacter_gracilis,pct,19.0
703,Campylobacter_hominis,acrC,100.2
704,Campylobacter_hominis,lcdC,21.3
705,Campylobacter_hyointestinalis,acrC,18.6
706,Campylobacter_hyointestinalis,lcdC,20.5
707,Campylobacter_hyointestinalis,pct,18.9
708,Campylobacter_jejuni,lcdC,22.2
709,Campylobacter_lari,lcdC,23.3
710,Campylobacter_rectus,acrC,163.0
711,Campylobacter_rectus,lcdC,22.3
712,Campylobacter_showae,lcdB,14.4
713,Campylobacter_showae,lcdC,56.2
714,Campylobacter_upsaliensis,lcdC,22.5
715,Campylobacter_upsaliensis,pct,62.3
716,Campylobacter_ureolyticus,lcdC,18.0
717,Capnocytophaga_granulosa,acrC,339.1
718,Capnocytophaga_granulosa,lcdC,14.0
719,Capnocytophaga_ochracea,acrC,328.0
720,Capnocytophaga_ochracea,lcdC,16.3
721,Capnocytophaga_sputigena,acrC,324.7
722,Capnocytophaga_sputigena,lcdC,16.3
723,Cardiobacterium_hominis,lcdC,13.9
724,Carnobacterium_inhibens,acrC,217.8
725,Carnobacterium_inhibens,lcdC,18.1
726,Catabacter_hongkongensis,acrC,416.0
727,Catabacter_hongkongensis,lcdC,260.9
728,Catabacter_hongkongensis,pct,691.6
729,Catenibacterium-mitsuokai-DSM-15897-MAF-2,lcdC,266.6
730,Caulobacter_vibrioides,acrC,325.5
731,Caulobacter_vibrioides,lcdC,15.4
732,Cedecea_davisae,acrC,150.4
733,Cedecea_davisae,lcdC,27.3
734,Cedecea_davisae,pct,32.7
735,Cellulomonas_composti,acrC,41.7
736,Cellulomonas_denverensis,acrC,285.5
737,Cellulomonas_massiliensis,acrC,60.3
738,Cellulosilyticum_lentocellum,lcdC,260.9
739,Cellulosimicrobium_cellulans,acrC,240.8
740,Cellulosimicrobium_cellulans,lcdC,21.2
741,Cellulosimicrobium_cellulans,pct,51.6
742,Cetobacterium_somerae,acrC,434.1
743,Cetobacterium_somerae,lcdA,33.4
744,Cetobacterium_somerae,lcdB,119.0
745,Cetobacterium_somerae,lcdC,287.1
746,Cetobacterium_somerae,pct,758.3
747,Christensenella_minuta,acrC,416.9
748,Christensenella_minuta,lcdC,255.7
749,Christensenella_minuta,pct,736.6
750,Chryseobacterium_hominis,acrC,351.9
751,Chryseobacterium_hominis,lcdC,15.9
752,Chryseobacterium_hominis,pct,56.2
753,Citrobacter_amalonaticus,acrC,164.9
754,Citrobacter_amalonaticus,lcdA,21.4
755,Citrobacter_amalonaticus,lcdB,78.2
756,Citrobacter_amalonaticus,lcdC,260.7
757,Citrobacter_amalonaticus,pct,652.0
758,Citrobacter_braakii,acrC,164.2
759,Citrobacter_braakii,lcdC,21.9
760,Citrobacter_braakii,pct,647.9
761,Citrobacter_farmeri,acrC,164.9
762,Citrobacter_farmeri,lcdA,20.4
763,Citrobacter_farmeri,lcdB,74.9
764,Citrobacter_farmeri,lcdC,261.5
765,Citrobacter_farmeri,pct,651.9
766,Citrobacter_freundii,acrC,162.5
767,Citrobacter_freundii,lcdC,20.5
768,Citrobacter_freundii,pct,651.6
769,Citrobacter_gillenii,acrC,163.3
770,Citrobacter_gillenii,lcdC,21.1
771,Citrobacter_gillenii,pct,642.4
772,Citrobacter_koseri,acrC,171.5
773,Citrobacter_koseri,lcdA,21.5
774,Citrobacter_koseri,lcdB,79.0
775,Citrobacter_koseri,lcdC,262.6
776,Citrobacter_koseri,pct,77.2
777,Citrobacter_murliniae,acrC,165.8
778,Citrobacter_murliniae,lcdA,22.6
779,Citrobacter_murliniae,lcdB,86.5
780,Citrobacter_murliniae,lcdC,261.9
781,Citrobacter_murliniae,pct,653.0
782,Citrobacter_pasteurii,acrC,164.6
783,Citrobacter_pasteurii,lcdA,22.9
784,Citrobacter_pasteurii,lcdB,86.8
785,Citrobacter_pasteurii,lcdC,264.7
786,Citrobacter_pasteurii,pct,645.5
787,Citrobacter_sedlakii,acrC,157.4
788,Citrobacter_sedlakii,lcdC,25.3
789,Citrobacter_sedlakii,pct,77.7
790,Citrobacter_werkmanii,acrC,209.4
791,Citrobacter_werkmanii,lcdC,20.8
792,Citrobacter_werkmanii,pct,652.4
793,Citrobacter_youngae,acrC,164.4
794,Citrobacter_youngae,lcdA,22.8
795,Citrobacter_youngae,lcdB,85.7
796,Citrobacter_youngae,lcdC,263.8
797,Citrobacter_youngae,pct,648.7
798,Cloacibacillus_evryensis,acrC,317.2
799,Cloacibacillus_evryensis,lcdB,99.1
800,Cloacibacillus_evryensis,lcdC,268.1
801,Cloacibacillus_evryensis,pct,673.8
802,Cloacibacillus_porcorum,lcdB,103.2
803,Cloacibacillus_porcorum,lcdC,267.0
804,Cloacibacillus_porcorum,pct,661.1
805,Cloacibacterium_normanense,acrC,356.7
806,Cloacibacterium_normanense,lcdC,23.6
807,Cloacibacterium_normanense,pct,62.2
808,Clostridioides_difficile,acrC,611.5
809,Clostridioides_difficile,lcdA,437.1
810,Clostridioides_difficile,lcdB,515.9
811,Clostridioides_difficile,lcdC,372.5
812,Clostridioides_difficile,pct,90.7
813,Clostridium-scindens-ATCC-35704-MAF-2,lcdA,34.9
814,Clostridium-scindens-ATCC-35704-MAF-2,lcdB,105.5
815,Clostridium-scindens-ATCC-35704-MAF-2,lcdC,283.9
816,Clostridium-sp-M62-1-MAF-2,acrC,408.0
817,Clostridium-sp-M62-1-MAF-2,lcdA,376.7
818,Clostridium-sp-M62-1-MAF-2,lcdB,383.3
819,Clostridium-sp-M62-1-MAF-2,lcdC,363.1
820,Clostridium-sp-M62-1-MAF-2,pct,22.7
821,Clostridium-spiroforme-DSM-1552-MAF-2,lcdC,265.1
822,Clostridium_acetobutylicum,acrC,440.8
823,Clostridium_acetobutylicum,lcdC,263.4
824,Clostridium_acetobutylicum,pct,83.2
825,Clostridium_aldenense,acrC,392.7
826,Clostridium_aldenense,lcdB,13.2
827,Clostridium_aldenense,lcdC,247.2
828,Clostridium_aldenense,pct,763.5
829,Clostridium_aminovalericum,acrC,426.1
830,Clostridium_aminovalericum,lcdC,255.0
831,Clostridium_aminovalericum,pct,20.2
832,Clostridium_asparagiforme,acrC,346.2
833,Clostridium_asparagiforme,lcdA,356.4
834,Clostridium_asparagiforme,lcdB,425.4
835,Clostridium_asparagiforme,lcdC,364.5
836,Clostridium_asparagiforme,pct,20.2
837,Clostridium_baratii,acrC,436.7
838,Clostridium_baratii,lcdA,68.3
839,Clostridium_baratii,lcdB,25.4
840,Clostridium_baratii,lcdC,314.7
841,Clostridium_bartlettii,lcdB,103.3
842,Clostridium_bartlettii,lcdC,292.5
843,Clostridium_beijerinckii,acrC,437.2
844,Clostridium_beijerinckii,lcdC,290.2
845,Clostridium_beijerinckii,pct,870.0
846,Clostridium_bifermentans,acrC,379.8
847,Clostridium_bifermentans,lcdA,442.0
848,Clostridium_bifermentans,lcdB,505.9
849,Clostridium_bifermentans,lcdC,370.2
850,Clostridium_bifermentans,pct,22.9
851,Clostridium_bolteae,lcdA,28.8
852,Clostridium_bolteae,lcdB,60.6
853,Clostridium_bolteae,lcdC,246.9
854,Clostridium_bolteae,pct,638.5
855,Clostridium_botulinum,acrC,460.0
856,Clostridium_botulinum,lcdA,427.1
857,Clostridium_botulinum,lcdB,504.0
858,Clostridium_botulinum,lcdC,370.5
859,Clostridium_botulinum,pct,96.5
860,Clostridium_butyricum,acrC,439.0
861,Clostridium_butyricum,lcdC,263.1
862,Clostridium_butyricum,pct,749.6
863,Clostridium_cadaveris,acrC,612.9
864,Clostridium_cadaveris,lcdA,396.4
865,Clostridium_cadaveris,lcdB,388.7
866,Clostridium_cadaveris,lcdC,356.9
867,Clostridium_cadaveris,pct,847.5
868,Clostridium_celatum,acrC,441.8
869,Clostridium_celatum,lcdC,266.2
870,Clostridium_cellobioparum,lcdA,47.3
871,Clostridium_cellobioparum,lcdB,28.8
872,Clostridium_cellobioparum,lcdC,304.7
873,Clostridium_chauvoei,acrC,441.0
874,Clostridium_chauvoei,lcdC,261.6
875,Clostridium_citroniae,acrC,393.1
876,Clostridium_citroniae,lcdC,303.1
877,Clostridium_citroniae,pct,676.5
878,Clostridium_clariflavum,lcdA,14.6
879,Clostridium_clariflavum,lcdC,256.9
880,Clostridium_cochlearium,acrC,438.9
881,Clostridium_cochlearium,lcdB,11.8
882,Clostridium_cochlearium,lcdC,264.3
883,Clostridium_cochlearium,pct,25.0
884,Clostridium_cocleatum,lcdC,262.2
885,Clostridium_difficile,acrC,611.5
886,Clostridium_difficile,lcdA,437.1
887,Clostridium_difficile,lcdB,515.9
888,Clostridium_difficile,lcdC,372.5
889,Clostridium_difficile,pct,90.7
890,Clostridium_disporicum,acrC,454.2
891,Clostridium_disporicum,lcdC,262.9
892,Clostridium_fallax,acrC,442.7
893,Clostridium_fallax,lcdA,44.8
894,Clostridium_fallax,lcdB,99.8
895,Clostridium_fallax,lcdC,303.0
896,Clostridium_fallax,pct,26.3
897,Clostridium_felsineum,acrC,436.1
898,Clostridium_felsineum,lcdC,259.5
899,Clostridium_felsineum,pct,86.0
900,Clostridium_glycolicum,acrC,741.1
901,Clostridium_glycolicum,lcdA,26.2
902,Clostridium_glycolicum,lcdB,112.2
903,Clostridium_glycolicum,lcdC,296.3
904,Clostridium_glycolicum,pct,19.8
905,Clostridium_glycyrrhizinilyticum,lcdC,237.7
906,Clostridium_hathewayi,acrC,287.1
907,Clostridium_hathewayi,lcdC,250.0
908,Clostridium_hathewayi,pct,37.1
909,Clostridium_hiranonis,lcdA,32.7
910,Clostridium_hiranonis,lcdB,106.9
911,Clostridium_hiranonis,lcdC,291.4
912,Clostridium_hylemonae,lcdA,40.5
913,Clostridium_hylemonae,lcdB,95.2
914,Clostridium_hylemonae,lcdC,278.9
915,Clostridium_indolis,acrC,350.0
916,Clostridium_indolis,lcdA,396.1
917,Clostridium_indolis,lcdB,374.0
918,Clostridium_indolis,lcdC,347.7
919,Clostridium_indolis,pct,20.7
920,Clostridium_innocuum,acrC,422.1
921,Clostridium_innocuum,lcdC,281.3
922,Clostridium_innocuum,pct,806.9
923,Clostridium_irregulare,lcdA,34.6
924,Clostridium_irregulare,lcdB,123.9
925,Clostridium_irregulare,lcdC,296.6
926,Clostridium_lactatifermentans,acrC,441.2
927,Clostridium_lactatifermentans,lcdA,545.3
928,Clostridium_lactatifermentans,lcdB,683.5
929,Clostridium_lactatifermentans,lcdC,394.4
930,Clostridium_lactatifermentans,pct,864.5
931,Clostridium_lavalense,lcdA,33.5
932,Clostridium_lavalense,lcdB,92.0
933,Clostridium_lavalense,lcdC,289.2
934,Clostridium_lavalense,pct,649.4
935,Clostridium_lituseburense,acrC,427.0
936,Clostridium_lituseburense,lcdA,32.5
937,Clostridium_lituseburense,lcdB,133.1
938,Clostridium_lituseburense,lcdC,296.6
939,Clostridium_lituseburense,pct,88.2
940,Clostridium_methoxybenzovorans,acrC,350.0
941,Clostridium_methoxybenzovorans,lcdA,396.3
942,Clostridium_methoxybenzovorans,lcdB,374.7
943,Clostridium_methoxybenzovorans,lcdC,347.0
944,Clostridium_methoxybenzovorans,pct,19.5
945,Clostridium_neonatale,acrC,443.5
946,Clostridium_neonatale,lcdC,251.0
947,Clostridium_neonatale,pct,826.2
948,Clostridium_nexile,lcdA,37.3
949,Clostridium_nexile,lcdB,96.4
950,Clostridium_nexile,lcdC,294.8
951,Clostridium_paraputrificum,acrC,435.6
952,Clostridium_paraputrificum,lcdC,253.3
953,Clostridium_perfringens,acrC,442.8
954,Clostridium_perfringens,lcdC,260.5
955,Clostridium_perfringens,pct,867.0
956,Clostridium_populeti,acrC,440.2
957,Clostridium_populeti,lcdA,41.8
958,Clostridium_populeti,lcdB,98.8
959,Clostridium_populeti,lcdC,281.4
960,Clostridium_putrefaciens,acrC,458.8
961,Clostridium_putrefaciens,lcdA,42.8
962,Clostridium_putrefaciens,lcdB,119.4
963,Clostridium_putrefaciens,lcdC,291.4
964,Clostridium_putrefaciens,pct,85.0
965,Clostridium_ramosum,lcdB,13.8
966,Clostridium_ramosum,lcdC,259.2
967,Clostridium_rectum,acrC,448.5
968,Clostridium_rectum,lcdA,29.8
969,Clostridium_rectum,lcdB,122.0
970,Clostridium_rectum,lcdC,296.1
971,Clostridium_rectum,pct,771.6
972,Clostridium_saccharogumia,lcdC,262.4
973,Clostridium_saccharoperbutylacetonicum,acrC,448.9
974,Clostridium_saccharoperbutylacetonicum,lcdA,61.3
975,Clostridium_saccharoperbutylacetonicum,lcdB,25.8
976,Clostridium_saccharoperbutylacetonicum,lcdC,324.4
977,Clostridium_saccharoperbutylacetonicum,pct,848.5
978,Clostridium_sardiniense,acrC,440.5
979,Clostridium_sardiniense,lcdA,64.3
980,Clostridium_sardiniense,lcdB,25.2
981,Clostridium_sardiniense,lcdC,315.3
982,Clostridium_sardiniense,pct,857.8
983,Clostridium_sartagoforme,acrC,432.2
984,Clostridium_sartagoforme,lcdC,272.5
985,Clostridium_senegalense,acrC,451.1
986,Clostridium_senegalense,lcdA,55.8
987,Clostridium_senegalense,lcdB,146.1
988,Clostridium_senegalense,pct,102.9
989,Clostridium_septicum,acrC,437.1
990,Clostridium_septicum,lcdB,12.5
991,Clostridium_septicum,lcdC,262.1
992,Clostridium_septicum,pct,846.9
993,Clostridium_sordellii,acrC,379.2
994,Clostridium_sordellii,lcdA,438.4
995,Clostridium_sordellii,lcdB,506.7
996,Clostridium_sordellii,lcdC,372.4
997,Clostridium_sordellii,pct,16.9
998,Clostridium_sphenoides,acrC,406.5
999,Clostridium_sphenoides,lcdA,392.9
1000,Clostridium_sphenoides,lcdB,372.5
1001,Clostridium_sphenoides,lcdC,348.4
1002,Clostridium_sphenoides,pct,23.9
1003,Clostridium_sporogenes,acrC,442.0
1004,Clostridium_sporogenes,lcdA,430.1
1005,Clostridium_sporogenes,lcdB,503.7
1006,Clostridium_sporogenes,lcdC,370.4
1007,Clostridium_sticklandii,acrC,427.6
1008,Clostridium_sticklandii,lcdA,23.6
1009,Clostridium_sticklandii,lcdB,94.8
1010,Clostridium_sticklandii,lcdC,271.5
1011,Clostridium_sticklandii,pct,88.3
1012,Clostridium_symbiosum,acrC,404.5
1013,Clostridium_symbiosum,lcdA,399.1
1014,Clostridium_symbiosum,lcdB,426.0
1015,Clostridium_symbiosum,lcdC,359.2
1016,Clostridium_symbiosum,pct,863.9
1017,Clostridium_tertium,acrC,439.7
1018,Clostridium_tertium,lcdA,28.9
1019,Clostridium_tertium,lcdB,102.6
1020,Clostridium_tertium,lcdC,289.6
1021,Clostridium_tyrobutyricum,acrC,435.5
1022,Clostridium_tyrobutyricum,lcdA,463.5
1023,Clostridium_tyrobutyricum,lcdB,489.5
1024,Clostridium_tyrobutyricum,lcdC,380.7
1025,Clostridium_tyrobutyricum,pct,853.9
1026,Clostridium_ventriculi,acrC,440.8
1027,Clostridium_ventriculi,lcdA,47.4
1028,Clostridium_ventriculi,lcdB,27.0
1029,Clostridium_ventriculi,lcdC,311.3
1030,Clostridium_vincentii,acrC,437.1
1031,Clostridium_vincentii,lcdC,257.3
1032,Clostridium_vincentii,pct,68.8
1033,Collinsella-stercoris-DSM-13279-MAF-2,lcdC,238.3
1034,Collinsella_aerofaciens,lcdC,243.2
1035,Collinsella_intestinalis,lcdC,237.0
1036,Collinsella_tanakaei,lcdC,235.1
1037,Comamonas_denitrificans,acrC,334.7
1038,Comamonas_denitrificans,pct,69.6
1039,Comamonas_kerstersii,acrC,327.2
1040,Comamonas_kerstersii,lcdC,13.1
1041,Comamonas_kerstersii,pct,70.5
1042,Comamonas_terrigena,acrC,330.8
1043,Comamonas_terrigena,pct,67.6
1044,Comamonas_testosteroni,acrC,332.4
1045,Comamonas_testosteroni,lcdC,13.3
1046,Comamonas_testosteroni,pct,68.4
1047,Comamonas_thiooxydans,acrC,335.6
1048,Comamonas_thiooxydans,pct,68.4
1049,Coprobacillus_cateniformis,lcdC,265.9
1050,Coprobacter_fastidiosus,acrC,183.6
1051,Coprobacter_fastidiosus,lcdC,289.5
1052,Coprobacter_fastidiosus,pct,19.1
1053,Coprobacter_secundus,acrC,184.5
1054,Coprobacter_secundus,lcdC,279.3
1055,Coprobacter_secundus,pct,18.5
1056,Coprococcus-comes-ATCC-27758-MAF-2,acrC,405.4
1057,Coprococcus-comes-ATCC-27758-MAF-2,lcdA,70.9
1058,Coprococcus-comes-ATCC-27758-MAF-2,lcdB,99.2
1059,Coprococcus-comes-ATCC-27758-MAF-2,lcdC,306.6
1060,Coprococcus-eutactus-ATCC-27759-MAF-2,acrC,401.7
1061,Coprococcus-eutactus-ATCC-27759-MAF-2,lcdC,244.3
1062,Coprococcus-eutactus-ATCC-27759-MAF-2,pct,529.3
1063,Coprococcus_catus,acrC,427.6
1064,Coprococcus_catus,lcdA,809.7
1065,Coprococcus_catus,lcdB,674.3
1066,Coprococcus_catus,lcdC,404.1
1067,Coprococcus_catus,pct,791.0
1068,Corynebacterium_afermentans,acrC,128.5
1069,Corynebacterium_afermentans,lcdC,15.6
1070,Corynebacterium_afermentans,pct,55.2
1071,Corynebacterium_ammoniagenes,acrC,136.8
1072,Corynebacterium_ammoniagenes,lcdC,19.4
1073,Corynebacterium_ammoniagenes,pct,55.4
1074,Corynebacterium_amycolatum,acrC,332.6
1075,Corynebacterium_amycolatum,lcdC,15.0
1076,Corynebacterium_amycolatum,pct,47.0
1077,Corynebacterium_appendicis,acrC,121.4
1078,Corynebacterium_appendicis,lcdC,14.8
1079,Corynebacterium_aurimucosum,acrC,142.1
1080,Corynebacterium_aurimucosum,lcdC,12.7
1081,Corynebacterium_aurimucosum,pct,18.5
1082,Corynebacterium_coyleae,acrC,129.0
1083,Corynebacterium_coyleae,lcdC,16.1
1084,Corynebacterium_coyleae,pct,17.6
1085,Corynebacterium_durum,pct,20.8
1086,Corynebacterium_freneyi,acrC,330.2
1087,Corynebacterium_freneyi,pct,46.5
1088,Corynebacterium_glaucum,acrC,127.9
1089,Corynebacterium_glaucum,lcdC,15.4
1090,Corynebacterium_glaucum,pct,56.0
1091,Corynebacterium_glucuronolyticum,pct,25.2
1092,Corynebacterium_kroppenstedtii,acrC,321.4
1093,Corynebacterium_kroppenstedtii,pct,16.8
1094,Corynebacterium_minutissimum,acrC,142.6
1095,Corynebacterium_minutissimum,lcdC,13.1
1096,Corynebacterium_minutissimum,pct,18.2
1097,Corynebacterium_mucifaciens,lcdC,15.7
1098,Corynebacterium_mucifaciens,pct,54.0
1099,Corynebacterium_propinquum,acrC,154.6
1100,Corynebacterium_propinquum,pct,18.7
1101,Corynebacterium_pseudodiphthericum,acrC,145.3
1102,Corynebacterium_pseudodiphthericum,pct,16.8
1103,Corynebacterium_sanguinis,acrC,141.1
1104,Corynebacterium_sanguinis,lcdC,15.6
1105,Corynebacterium_sanguinis,pct,15.4
1106,Corynebacterium_simulans,acrC,147.3
1107,Corynebacterium_simulans,pct,16.4
1108,Corynebacterium_striatum,acrC,142.6
1109,Corynebacterium_striatum,pct,18.0
1110,Corynebacterium_tuberculostearicum,pct,17.5
1111,Corynebacterium_ulcerans,pct,20.6
1112,Corynebacterium_ureicelerivorans,lcdC,15.7
1113,Corynebacterium_ureicelerivorans,pct,55.4
1114,Corynebacterium_xerosis,acrC,323.4
1115,Corynebacterium_xerosis,pct,52.2
1116,Cronobacter_sakazakii,acrC,71.8
1117,Cronobacter_sakazakii,lcdC,19.7
1118,Cryptobacterium_curtum,acrC,154.2
1119,Cryptobacterium_curtum,lcdA,27.8
1120,Cryptobacterium_curtum,lcdB,103.9
1121,Cryptobacterium_curtum,lcdC,278.1
1122,Cupriavidus_metallidurans,acrC,341.8
1123,Cupriavidus_metallidurans,lcdC,15.7
1124,Cupriavidus_metallidurans,pct,592.9
1125,Curtobacterium_flaccumfaciens,acrC,180.6
1126,Cutibacterium_acnes,acrC,315.1
1127,Cutibacterium_acnes,lcdC,260.4
1128,Cutibacterium_acnes,pct,25.2
1129,Cytophaga_hutchinsonii,acrC,371.4
1130,Cytophaga_hutchinsonii,lcdC,13.8
1131,Deinococcus_reticulitermitis,acrC,343.2
1132,Deinococcus_reticulitermitis,lcdC,15.5
1133,Deinococcus_reticulitermitis,pct,135.1
1134,Deinococcus_wulumuqiensis,acrC,332.9
1135,Deinococcus_wulumuqiensis,lcdC,15.7
1136,Deinococcus_wulumuqiensis,pct,129.9
1137,Delftia_acidovorans,acrC,340.2
1138,Delftia_acidovorans,lcdC,16.3
1139,Delftia_acidovorans,pct,67.5
1140,Delftia_lacustris,acrC,345.6
1141,Delftia_lacustris,lcdC,15.2
1142,Delftia_lacustris,pct,539.3
1143,Dermabacter_hominis,lcdC,13.9
